"","words","pos","stemmed","type","stems","postag","pattern"
"348","simplify","verb","y","weaksubj","simplifi","_vb","^simplifi[a-z]*_vb"
"349","smart","verb","y","strongsubj","smart","_vb","^smart[a-z]*_vb"
"350","smile","verb","y","strongsubj","smile","_vb","^smile[a-z]*_vb"
"351","smitten","verb","y","strongsubj","smitten","_vb","^smitten[a-z]*_vb"
"352","soften","verb","y","strongsubj","soften","_vb","^soften[a-z]*_vb"
"353","solace","verb","y","strongsubj","solac","_vb","^solac[a-z]*_vb"
"354","soothe","verb","y","strongsubj","sooth","_vb","^sooth[a-z]*_vb"
"355","sparing","verb","y","weaksubj","sparing","_vb","^sparing[a-z]*_vb"
"356","spare","verb","y","weaksubj","spare","_vb","^spare[a-z]*_vb"
"357","spellbind","verb","y","strongsubj","spellbind","_vb","^spellbind[a-z]*_vb"
"358","spellbound","verb","y","strongsubj","spellbound","_vb","^spellbound[a-z]*_vb"
"359","spur","verb","y","strongsubj","spur","_vb","^spur[a-z]*_vb"
"360","stabilize","verb","y","weaksubj","stabili","_vb","^stabili[a-z]*_vb"
"361","stand","verb","y","weaksubj","stand","_vb","^stand[a-z]*_vb"
"362","stimulate","verb","y","weaksubj","stimulat","_vb","^stimulat[a-z]*_vb"
"363","stood","verb","y","weaksubj","stood","_vb","^stood[a-z]*_vb"
"364","subscribe","verb","y","weaksubj","subscrib","_vb","^subscrib[a-z]*_vb"
"365","succeed","verb","y","weaksubj","succeed","_vb","^succeed[a-z]*_vb"
"366","suffice","verb","y","weaksubj","suffic","_vb","^suffic[a-z]*_vb"
"367","suit","verb","y","weaksubj","suit","_vb","^suit[a-z]*_vb"
"368","support","verb","y","weaksubj","support","_vb","^support[a-z]*_vb"
"369","surmise","verb","y","strongsubj","surmis","_vb","^surmis[a-z]*_vb"
"370","surmount","verb","y","strongsubj","surmount","_vb","^surmount[a-z]*_vb"
"371","surpass","verb","y","strongsubj","surpass","_vb","^surpass[a-z]*_vb"
"372","survive","verb","y","weaksubj","surviv","_vb","^surviv[a-z]*_vb"
"373","sweeten","verb","y","weaksubj","sweeten","_vb","^sweeten[a-z]*_vb"
"374","tantalize","verb","y","weaksubj","tantali","_vb","^tantali[a-z]*_vb"
"375","tempt","verb","y","strongsubj","tempt","_vb","^tempt[a-z]*_vb"
"376","terrify","verb","y","strongsubj","terrify","_vb","^terrify[a-z]*_vb"
"377","terrify","verb","y","strongsubj","terrifi","_vb","^terrifi[a-z]*_vb"
"378","thank","verb","y","strongsubj","thank","_vb","^thank[a-z]*_vb"
"379","thrill","verb","y","strongsubj","thrill","_vb","^thrill[a-z]*_vb"
"380","throve","verb","y","weaksubj","throve","_vb","^throve[a-z]*_vb"
"381","thrive","verb","y","weaksubj","thrive","_vb","^thrive[a-z]*_vb"
"382","tickle","verb","y","weaksubj","tickl","_vb","^tickl[a-z]*_vb"
"383","tingle","verb","y","strongsubj","tingl","_vb","^tingl[a-z]*_vb"
"384","titillate","verb","y","weaksubj","titilat","_vb","^titilat[a-z]*_vb"
"385","toast","verb","y","strongsubj","toast","_vb","^toast[a-z]*_vb"
"386","tolerate","verb","y","weaksubj","tolerat","_vb","^tolerat[a-z]*_vb"
"387","treasure","verb","y","strongsubj","treasur","_vb","^treasur[a-z]*_vb"
"388","triumph","verb","y","strongsubj","triumph","_vb","^triumph[a-z]*_vb"
"389","triumphant","verb","y","strongsubj","triumphant","_vb","^triumphant[a-z]*_vb"
"390","trump","verb","y","strongsubj","trump","_vb","^trump[a-z]*_vb"
"391","trumpet","verb","y","strongsubj","trumpet","_vb","^trumpet[a-z]*_vb"
"392","trust","verb","y","weaksubj","trust","_vb","^trust[a-z]*_vb"
"393","unbosom","verb","y","strongsubj","unbosom","_vb","^unbosom[a-z]*_vb"
"394","understood","verb","y","strongsubj","understood","_vb","^understood[a-z]*_vb"
"395","understand","verb","y","strongsubj","understand","_vb","^understand[a-z]*_vb"
"396","understate","verb","y","strongsubj","understat","_vb","^understat[a-z]*_vb"
"397","upgrade","verb","y","weaksubj","upgrad","_vb","^upgrad[a-z]*_vb"
"398","uplift","verb","y","weaksubj","uplift","_vb","^uplift[a-z]*_vb"
"399","urge","verb","y","strongsubj","urg","_vb","^urg[a-z]*_vb"
"400","value","verb","y","weaksubj","valu","_vb","^valu[a-z]*_vb"
"401","vanquish","verb","y","strongsubj","vanquish","_vb","^vanquish[a-z]*_vb"
"402","venerate","verb","y","weaksubj","venerat","_vb","^venerat[a-z]*_vb"
"403","vindicate","verb","y","strongsubj","vindicat","_vb","^vindicat[a-z]*_vb"
"404","vouch","verb","y","strongsubj","vouch","_vb","^vouch[a-z]*_vb"
"405","vouchsafe","verb","y","strongsubj","vouchsaf","_vb","^vouchsaf[a-z]*_vb"
"406","vow","verb","y","strongsubj","vow","_vb","^vow[a-z]*_vb"
"407","want","verb","y","strongsubj","want","_vb","^want[a-z]*_vb"
"408","welcome","verb","y","strongsubj","welcom","_vb","^welcom[a-z]*_vb"
"409","wish","verb","y","strongsubj","wish","_vb","^wish[a-z]*_vb"
"410","woo","verb","y","strongsubj","woo","_vb","^woo[a-z]*_vb"
"411","worship","verb","y","weaksubj","worship","_vb","^worship[a-z]*_vb"
"412","wow","verb","y","strongsubj","wow","_vb","^wow[a-z]*_vb"
"413","yearn","verb","y","strongsubj","yearn","_vb","^yearn[a-z]*_vb"
