words,pos,stemmed,type,postag,pattern
disordered,adj,n,weaksubj,_jj,^disordered_jj
disorderly,adj,n,weaksubj,_jj,^disorderly_jj
disorganized,adj,n,strongsubj,_jj,^disorganized_jj
disorient,verb,y,strongsubj,_vb,^disorient_vb
disoriented,adj,n,strongsubj,_jj,^disoriented_jj
disown,verb,y,strongsubj,_vb,^disown_vb
disparage,verb,y,strongsubj,_vb,^disparage_vb
disparaging,adj,n,strongsubj,_jj,^disparaging_jj
disparagingly,anypos,n,strongsubj,,^disparagingly
dispensable,adj,n,weaksubj,_jj,^dispensable_jj
dispirit,verb,y,strongsubj,_vb,^dispirit_vb
dispirited,adj,n,strongsubj,_jj,^dispirited_jj
dispiritedly,adverb,n,strongsubj,_rb,^dispiritedly_rb
dispiriting,anypos,y,strongsubj,,^dispiriting
displace,verb,y,weaksubj,_vb,^displace_vb
displaced,adj,n,weaksubj,_jj,^displaced_jj
displease,verb,y,strongsubj,_vb,^displease_vb
displeasing,adj,n,strongsubj,_jj,^displeasing_jj
displeasure,adj,n,strongsubj,_jj,^displeasure_jj
displeasure,noun,n,strongsubj,_nn,^displeasure_nn
disproportionate,adj,n,weaksubj,_jj,^disproportionate_jj
disprove,verb,y,strongsubj,_vb,^disprove_vb
disputable,anypos,n,strongsubj,,^disputable
dispute,noun,n,strongsubj,_nn,^dispute_nn
dispute,verb,y,strongsubj,_vb,^dispute_vb
disputed,adj,n,strongsubj,_jj,^disputed_jj
disquiet,verb,y,strongsubj,_vb,^disquiet_vb
disquieting,anypos,n,strongsubj,,^disquieting
disquietingly,anypos,n,strongsubj,,^disquietingly
disquietude,noun,n,strongsubj,_nn,^disquietude_nn
disregard,adj,n,strongsubj,_jj,^disregard_jj
disregard,noun,n,strongsubj,_nn,^disregard_nn
disregardful,adj,n,strongsubj,_jj,^disregardful_jj
disreputable,adj,n,strongsubj,_jj,^disreputable_jj
disrepute,noun,n,strongsubj,_nn,^disrepute_nn
disrespect,verb,y,strongsubj,_vb,^disrespect_vb
disrespectable,adj,n,strongsubj,_jj,^disrespectable_jj
disrespectablity,noun,n,strongsubj,_nn,^disrespectablity_nn
disrespectful,anypos,n,strongsubj,,^disrespectful
disrespectfully,anypos,n,strongsubj,,^disrespectfully
disrespectfulness,noun,n,strongsubj,_nn,^disrespectfulness_nn
disrespecting,adj,n,strongsubj,_jj,^disrespecting_jj
disrespecting,noun,n,strongsubj,_nn,^disrespecting_nn
disrupt,verb,y,strongsubj,_vb,^disrupt_vb
disruption,adj,n,strongsubj,_jj,^disruption_jj
disruption,noun,n,strongsubj,_nn,^disruption_nn
disruptive,adj,n,strongsubj,_jj,^disruptive_jj
dissatisfaction,adj,n,strongsubj,_jj,^dissatisfaction_jj
dissatisfaction,noun,n,strongsubj,_nn,^dissatisfaction_nn
dissatisfactory,adj,n,strongsubj,_jj,^dissatisfactory_jj
dissatisfied,adj,n,strongsubj,_jj,^dissatisfied_jj
dissatisfy,verb,y,strongsubj,_vb,^dissatisfy_vb
dissatisfying,anypos,y,strongsubj,,^dissatisfying
dissemble,verb,y,strongsubj,_vb,^dissemble_vb
dissembler,noun,n,strongsubj,_nn,^dissembler_nn
dissension,noun,n,strongsubj,_nn,^dissension_nn
dissent,adj,n,strongsubj,_jj,^dissent_jj
dissent,noun,n,strongsubj,_nn,^dissent_nn
dissenter,noun,n,strongsubj,_nn,^dissenter_nn
dissention,noun,n,strongsubj,_nn,^dissention_nn
disservice,adj,n,strongsubj,_jj,^disservice_jj
disservice,noun,n,strongsubj,_nn,^disservice_nn
dissidence,noun,n,strongsubj,_nn,^dissidence_nn
dissident,adj,n,strongsubj,_jj,^dissident_jj
dissident,noun,n,strongsubj,_nn,^dissident_nn
dissidents,adj,n,strongsubj,_jj,^dissidents_jj
dissidents,noun,n,strongsubj,_nn,^dissidents_nn
dissocial,adj,n,strongsubj,_jj,^dissocial_jj
dissolute,adj,n,strongsubj,_jj,^dissolute_jj
dissolution,noun,n,weaksubj,_nn,^dissolution_nn
dissonance,noun,n,strongsubj,_nn,^dissonance_nn
dissonant,adj,n,strongsubj,_jj,^dissonant_jj
dissonantly,adverb,n,strongsubj,_rb,^dissonantly_rb
dissuade,verb,y,strongsubj,_vb,^dissuade_vb
dissuasive,adj,n,strongsubj,_jj,^dissuasive_jj
distaste,noun,n,strongsubj,_nn,^distaste_nn
distasteful,adj,n,strongsubj,_jj,^distasteful_jj
distastefully,adverb,n,strongsubj,_rb,^distastefully_rb
distort,verb,y,strongsubj,_vb,^distort_vb
distortion,adj,n,strongsubj,_jj,^distortion_jj
distortion,noun,n,strongsubj,_nn,^distortion_nn
distract,verb,y,weaksubj,_vb,^distract_vb
distracting,adj,n,strongsubj,_jj,^distracting_jj
distraction,adj,n,strongsubj,_jj,^distraction_jj
distraction,noun,n,strongsubj,_nn,^distraction_nn
distraught,adj,n,strongsubj,_jj,^distraught_jj
distraughtly,anypos,n,strongsubj,,^distraughtly
distraughtness,noun,n,strongsubj,_nn,^distraughtness_nn
distress,verb,y,strongsubj,_vb,^distress_vb
distressed,adj,n,strongsubj,_jj,^distressed_jj
distressing,adj,n,strongsubj,_jj,^distressing_jj
distressingly,anypos,n,strongsubj,,^distressingly
distrust,verb,y,strongsubj,_vb,^distrust_vb
distrustful,adj,n,strongsubj,_jj,^distrustful_jj
distrusting,anypos,n,strongsubj,,^distrusting
disturb,verb,y,strongsubj,_vb,^disturb_vb
disturbed,adj,n,strongsubj,_jj,^disturbed_jj
disturbed-let,adj,n,strongsubj,_jj,^disturbed-let_jj
disturbed-let,noun,n,strongsubj,_nn,^disturbed-let_nn
disturbing,anypos,n,strongsubj,,^disturbing
disturbingly,anypos,n,strongsubj,,^disturbingly
disunity,noun,n,strongsubj,_nn,^disunity_nn
disvalue,noun,n,strongsubj,_nn,^disvalue_nn
divergent,adj,n,weaksubj,_jj,^divergent_jj
divide,verb,y,weaksubj,_vb,^divide_vb
divided,adj,n,weaksubj,_jj,^divided_jj
division,noun,n,weaksubj,_nn,^division_nn
divisive,adj,n,strongsubj,_jj,^divisive_jj
divisively,adverb,n,strongsubj,_rb,^divisively_rb
divisiveness,noun,n,strongsubj,_nn,^divisiveness_nn
divorce,noun,n,weaksubj,_nn,^divorce_nn
divorce,verb,y,weaksubj,_vb,^divorce_vb
divorced,adj,n,weaksubj,_jj,^divorced_jj
dizzy,adj,n,strongsubj,_jj,^dizzy_jj
dizzing,adj,n,strongsubj,_jj,^dizzing_jj
dizzingly,adverb,n,strongsubj,_rb,^dizzingly_rb
doddering,adj,n,strongsubj,_jj,^doddering_jj
dodgey,adj,n,strongsubj,_jj,^dodgey_jj
dogged,adj,n,strongsubj,_jj,^dogged_jj
doggedly,adverb,n,strongsubj,_rb,^doggedly_rb
dogmatic,adj,n,strongsubj,_jj,^dogmatic_jj
doldrums,noun,n,strongsubj,_nn,^doldrums_nn
dominance,adj,n,weaksubj,_jj,^dominance_jj
dominance,noun,n,weaksubj,_nn,^dominance_nn
dominate,verb,y,weaksubj,_vb,^dominate_vb
domination,adj,n,strongsubj,_jj,^domination_jj
domination,noun,n,strongsubj,_nn,^domination_nn
domineer,verb,y,strongsubj,_vb,^domineer_vb
domineering,adj,n,strongsubj,_jj,^domineering_jj
domineering,noun,n,strongsubj,_nn,^domineering_nn
doom,verb,y,strongsubj,_vb,^doom_vb
doomsday,adj,n,strongsubj,_jj,^doomsday_jj
doomsday,noun,n,strongsubj,_nn,^doomsday_nn
dope,noun,n,weaksubj,_nn,^dope_nn
doubt,noun,n,strongsubj,_nn,^doubt_nn
doubt,verb,y,strongsubj,_vb,^doubt_vb
doubtful,adj,n,strongsubj,_jj,^doubtful_jj
doubtfully,adverb,n,strongsubj,_rb,^doubtfully_rb
doubts,adj,n,strongsubj,_jj,^doubts_jj
doubts,noun,n,strongsubj,_nn,^doubts_nn
down,noun,n,weaksubj,_nn,^down_nn
downbeat,adj,n,strongsubj,_jj,^downbeat_jj
downcast,adj,n,strongsubj,_jj,^downcast_jj
downer,noun,n,strongsubj,_nn,^downer_nn
downfall,noun,n,strongsubj,_nn,^downfall_nn
downfallen,noun,n,strongsubj,_nn,^downfallen_nn
downgrade,verb,y,weaksubj,_vb,^downgrade_vb
downhearted,adj,n,strongsubj,_jj,^downhearted_jj
downheartedly,adverb,n,strongsubj,_rb,^downheartedly_rb
downside,noun,n,strongsubj,_nn,^downside_nn
drab,adj,n,strongsubj,_jj,^drab_jj
draconian,adj,n,strongsubj,_jj,^draconian_jj
draconic,adj,n,strongsubj,_jj,^draconic_jj
dragon,noun,n,strongsubj,_nn,^dragon_nn
dragons,adj,n,strongsubj,_jj,^dragons_jj
dragons,noun,n,strongsubj,_nn,^dragons_nn
dragoon,verb,y,strongsubj,_vb,^dragoon_vb
drain,adj,n,strongsubj,_jj,^drain_jj
drain,noun,n,strongsubj,_nn,^drain_nn
drama,adj,n,strongsubj,_jj,^drama_jj
drama,noun,n,strongsubj,_nn,^drama_nn
drastic,adj,n,strongsubj,_jj,^drastic_jj
drastically,adj,n,strongsubj,_jj,^drastically_jj
dread,anypos,n,strongsubj,,^dread
dread,verb,y,strongsubj,_vb,^dread_vb
dreadful,anypos,n,strongsubj,,^dreadful
dreadfully,anypos,n,strongsubj,,^dreadfully
dreadfulness,noun,n,strongsubj,_nn,^dreadfulness_nn
dreary,adj,n,strongsubj,_jj,^dreary_jj
drones,adj,n,strongsubj,_jj,^drones_jj
drones,noun,n,strongsubj,_nn,^drones_nn
droop,verb,y,weaksubj,_vb,^droop_vb
drought,adj,n,weaksubj,_jj,^drought_jj
drought,noun,n,weaksubj,_nn,^drought_nn
drowning,anypos,n,weaksubj,,^drowning
drunk,adj,n,strongsubj,_jj,^drunk_jj
drunkard,noun,n,strongsubj,_nn,^drunkard_nn
drunken,adj,n,strongsubj,_jj,^drunken_jj
dubious,adj,n,strongsubj,_jj,^dubious_jj
dubiously,adverb,n,strongsubj,_rb,^dubiously_rb
dubitable,adj,n,strongsubj,_jj,^dubitable_jj
dud,anypos,n,weaksubj,,^dud
dull,adj,n,weaksubj,_jj,^dull_jj
dullard,noun,n,strongsubj,_nn,^dullard_nn
dumb,adj,n,strongsubj,_jj,^dumb_jj
dumb,noun,n,strongsubj,_nn,^dumb_nn
dumbfound,verb,y,strongsubj,_vb,^dumbfound_vb
dumbfounded,adj,n,strongsubj,_jj,^dumbfounded_jj
dummy,noun,n,strongsubj,_nn,^dummy_nn
dump,noun,n,weaksubj,_nn,^dump_nn
dunce,noun,n,strongsubj,_nn,^dunce_nn
dungeon,noun,n,strongsubj,_nn,^dungeon_nn
dungeons,adj,n,strongsubj,_jj,^dungeons_jj
dungeons,noun,n,strongsubj,_nn,^dungeons_nn
dupe,verb,y,strongsubj,_vb,^dupe_vb
dusty,adj,n,weaksubj,_jj,^dusty_jj
dwindle,verb,y,weaksubj,_vb,^dwindle_vb
dwindling,adj,n,weaksubj,_jj,^dwindling_jj
dying,anypos,n,weaksubj,,^dying
earsplitting,adj,n,strongsubj,_jj,^earsplitting_jj
eccentric,adj,n,weaksubj,_jj,^eccentric_jj
eccentricity,noun,n,weaksubj,_nn,^eccentricity_nn
edgy,adj,n,strongsubj,_jj,^edgy_jj
effigy,noun,n,strongsubj,_nn,^effigy_nn
effrontery,anypos,n,strongsubj,,^effrontery
ego,adj,n,strongsubj,_jj,^ego_jj
ego,noun,n,strongsubj,_nn,^ego_nn
egocentric,adj,n,strongsubj,_jj,^egocentric_jj
egomania,noun,n,strongsubj,_nn,^egomania_nn
egotism,noun,n,strongsubj,_nn,^egotism_nn
egotistical,adj,n,strongsubj,_jj,^egotistical_jj
egotistically,adverb,n,strongsubj,_rb,^egotistically_rb
egregious,adj,n,strongsubj,_jj,^egregious_jj
egregiously,anypos,n,strongsubj,,^egregiously
ejaculate,verb,y,strongsubj,_vb,^ejaculate_vb
election-rigger,adj,n,strongsubj,_jj,^election-rigger_jj
election-rigger,noun,n,strongsubj,_nn,^election-rigger_nn
eliminate,verb,y,weaksubj,_vb,^eliminate_vb
elimination,noun,n,weaksubj,_nn,^elimination_nn
emaciated,anypos,n,strongsubj,,^emaciated
emasculate,verb,y,strongsubj,_vb,^emasculate_vb
embarrass,verb,y,strongsubj,_vb,^embarrass_vb
embarrassing,anypos,n,strongsubj,,^embarrassing
embarrassingly,anypos,n,strongsubj,,^embarrassingly
embarrassment,noun,n,strongsubj,_nn,^embarrassment_nn
embattled,adj,n,weaksubj,_jj,^embattled_jj
embroil,verb,y,strongsubj,_vb,^embroil_vb
embroiled,adj,n,strongsubj,_jj,^embroiled_jj
embroilment,noun,n,strongsubj,_nn,^embroilment_nn
emotional,adj,n,strongsubj,_jj,^emotional_jj
empathize,verb,y,strongsubj,_vb,^empathize_vb
empathy,noun,n,strongsubj,_nn,^empathy_nn
emphatic,anypos,n,strongsubj,,^emphatic
emphatically,anypos,n,strongsubj,,^emphatically
emptiness,adj,n,strongsubj,_jj,^emptiness_jj
emptiness,noun,n,strongsubj,_nn,^emptiness_nn
empty,adj,n,weaksubj,_jj,^empty_jj
encroach,verb,y,weaksubj,_vb,^encroach_vb
encroachment,noun,n,weaksubj,_nn,^encroachment_nn
endanger,verb,y,strongsubj,_vb,^endanger_vb
endless,adj,n,weaksubj,_jj,^endless_jj
enemies,adj,n,weaksubj,_jj,^enemies_jj
enemies,noun,n,weaksubj,_nn,^enemies_nn
enemy,noun,n,weaksubj,_nn,^enemy_nn
enervate,verb,y,strongsubj,_vb,^enervate_vb
enfeeble,verb,y,strongsubj,_vb,^enfeeble_vb
enflame,verb,y,strongsubj,_vb,^enflame_vb
engulf,verb,y,weaksubj,_vb,^engulf_vb
enjoin,verb,y,strongsubj,_vb,^enjoin_vb
enmity,noun,n,strongsubj,_nn,^enmity_nn
enormities,noun,n,strongsubj,_nn,^enormities_nn
enormity,noun,n,strongsubj,_nn,^enormity_nn
enormous,anypos,n,strongsubj,,^enormous
enormously,anypos,n,strongsubj,,^enormously
enrage,verb,y,strongsubj,_vb,^enrage_vb
enraged,adj,n,strongsubj,_jj,^enraged_jj
enslave,verb,y,strongsubj,_vb,^enslave_vb
entangle,verb,y,weaksubj,_vb,^entangle_vb
entanglement,noun,n,weaksubj,_nn,^entanglement_nn
entrap,verb,y,strongsubj,_vb,^entrap_vb
entrapment,noun,n,strongsubj,_nn,^entrapment_nn
envious,adj,n,strongsubj,_jj,^envious_jj
enviously,anypos,n,strongsubj,,^enviously
enviousness,noun,n,strongsubj,_nn,^enviousness_nn
envy,noun,n,strongsubj,_nn,^envy_nn
envy,verb,y,strongsubj,_vb,^envy_vb
epidemic,adj,n,weaksubj,_jj,^epidemic_jj
equivocal,adj,n,strongsubj,_jj,^equivocal_jj
eradicate,verb,y,weaksubj,_vb,^eradicate_vb
erase,verb,y,weaksubj,_vb,^erase_vb
erode,verb,y,weaksubj,_vb,^erode_vb
erosion,noun,n,weaksubj,_nn,^erosion_nn
err,verb,y,strongsubj,_vb,^err_vb
errant,adj,n,weaksubj,_jj,^errant_jj
erratic,adj,n,strongsubj,_jj,^erratic_jj
erratically,adverb,n,strongsubj,_rb,^erratically_rb
erroneous,adj,n,strongsubj,_jj,^erroneous_jj
erroneous,anypos,y,strongsubj,,^erroneous
erroneously,anypos,n,strongsubj,,^erroneously
error,adj,n,weaksubj,_jj,^error_jj
error,noun,n,weaksubj,_nn,^error_nn
escapade,noun,n,weaksubj,_nn,^escapade_nn
eschew,verb,y,strongsubj,_vb,^eschew_vb
esoteric,adj,n,weaksubj,_jj,^esoteric_jj
estranged,adj,n,strongsubj,_jj,^estranged_jj
eternal,adj,n,weaksubj,_jj,^eternal_jj
evade,verb,y,weaksubj,_vb,^evade_vb
evasion,noun,n,weaksubj,_nn,^evasion_nn
evasive,adj,n,weaksubj,_jj,^evasive_jj
evil,adj,n,strongsubj,_jj,^evil_jj
evil,noun,n,strongsubj,_nn,^evil_nn
evildoer,noun,n,strongsubj,_nn,^evildoer_nn
evils,adj,n,strongsubj,_jj,^evils_jj
evils,noun,n,strongsubj,_nn,^evils_nn
eviscerate,verb,y,strongsubj,_vb,^eviscerate_vb
exacerbate,verb,y,strongsubj,_vb,^exacerbate_vb
exacting,adj,n,weaksubj,_jj,^exacting_jj
exaggerate,verb,y,strongsubj,_vb,^exaggerate_vb
exaggeration,adj,n,strongsubj,_jj,^exaggeration_jj
exaggeration,noun,n,strongsubj,_nn,^exaggeration_nn
exasperate,verb,y,strongsubj,_vb,^exasperate_vb
exasperation,noun,n,strongsubj,_nn,^exasperation_nn
exasperating,adj,n,strongsubj,_jj,^exasperating_jj
exasperatingly,anypos,y,strongsubj,,^exasperatingly
excessive,adj,n,strongsubj,_jj,^excessive_jj
excessively,adj,n,strongsubj,_jj,^excessively_jj
exclaim,verb,y,strongsubj,_vb,^exclaim_vb
exclude,verb,y,weaksubj,_vb,^exclude_vb
exclusion,noun,n,weaksubj,_nn,^exclusion_nn
excoriate,verb,y,strongsubj,_vb,^excoriate_vb
excruciating,anypos,n,strongsubj,,^excruciating
excruciatingly,anypos,n,strongsubj,,^excruciatingly
excuse,adj,n,weaksubj,_jj,^excuse_jj
excuse,noun,n,weaksubj,_nn,^excuse_nn
excuses,adj,n,weaksubj,_jj,^excuses_jj
excuses,noun,n,weaksubj,_nn,^excuses_nn
execrate,verb,y,strongsubj,_vb,^execrate_vb
exhaust,verb,y,weaksubj,_vb,^exhaust_vb
exhaustion,noun,n,weaksubj,_nn,^exhaustion_nn
exhort,verb,y,strongsubj,_vb,^exhort_vb
exile,verb,y,weaksubj,_vb,^exile_vb
exorbitant,adj,n,strongsubj,_jj,^exorbitant_jj
exorbitantance,noun,n,strongsubj,_nn,^exorbitantance_nn
exorbitantly,anypos,n,strongsubj,,^exorbitantly
expedient,adj,n,weaksubj,_jj,^expedient_jj
expediencies,adj,n,weaksubj,_jj,^expediencies_jj
expediencies,noun,n,weaksubj,_nn,^expediencies_nn
expel,verb,y,weaksubj,_vb,^expel_vb
expensive,adj,n,weaksubj,_jj,^expensive_jj
expensive,noun,n,weaksubj,_nn,^expensive_nn
expire,verb,y,strongsubj,_vb,^expire_vb
explode,verb,y,weaksubj,_vb,^explode_vb
exploit,verb,y,strongsubj,_vb,^exploit_vb
exploitation,adj,n,strongsubj,_jj,^exploitation_jj
exploitation,noun,n,strongsubj,_nn,^exploitation_nn
expose,verb,y,weaksubj,_vb,^expose_vb
exposed,adj,n,weaksubj,_jj,^exposed_jj
explosive,adj,n,weaksubj,_jj,^explosive_jj
expropriate,adj,n,weaksubj,_jj,^expropriate_jj
expropriate,noun,n,weaksubj,_nn,^expropriate_nn
expropriation,adj,n,weaksubj,_jj,^expropriation_jj
expropriation,noun,n,weaksubj,_nn,^expropriation_nn
expulse,verb,y,weaksubj,_vb,^expulse_vb
expunge,verb,y,strongsubj,_vb,^expunge_vb
exterminate,verb,y,strongsubj,_vb,^exterminate_vb
extermination,noun,n,strongsubj,_nn,^extermination_nn
extinguish,verb,y,weaksubj,_vb,^extinguish_vb
extort,verb,y,weaksubj,_vb,^extort_vb
extortion,noun,n,strongsubj,_nn,^extortion_nn
extraneous,adj,n,weaksubj,_jj,^extraneous_jj
extravagance,noun,n,strongsubj,_nn,^extravagance_nn
extravagant,adj,n,strongsubj,_jj,^extravagant_jj
extravagantly,anypos,n,strongsubj,,^extravagantly
extreme,adj,n,weaksubj,_jj,^extreme_jj
extreme,anypos,n,strongsubj,,^extreme
extremely,anypos,n,strongsubj,,^extremely
extremism,adj,n,weaksubj,_jj,^extremism_jj
extremism,noun,n,weaksubj,_nn,^extremism_nn
extremist,adj,n,weaksubj,_jj,^extremist_jj
extremists,adj,n,weaksubj,_jj,^extremists_jj
extremists,noun,n,weaksubj,_nn,^extremists_nn
fabricate,verb,y,weaksubj,_vb,^fabricate_vb
fabrication,noun,n,strongsubj,_nn,^fabrication_nn
facetious,adj,n,strongsubj,_jj,^facetious_jj
facetiously,adverb,n,strongsubj,_rb,^facetiously_rb
fading,anypos,n,weaksubj,,^fading
fail,verb,y,weaksubj,_vb,^fail_vb
failing,noun,n,strongsubj,_nn,^failing_nn
failure,adj,n,weaksubj,_jj,^failure_jj
failure,noun,n,weaksubj,_nn,^failure_nn
failures,adj,n,weaksubj,_jj,^failures_jj
failures,noun,n,weaksubj,_nn,^failures_nn
faint,adj,n,weaksubj,_jj,^faint_jj
fainthearted,adj,n,strongsubj,_jj,^fainthearted_jj
faithless,adj,n,strongsubj,_jj,^faithless_jj
fake,adj,n,strongsubj,_jj,^fake_jj
fall,verb,y,weaksubj,_vb,^fall_vb
fallacies,adj,n,strongsubj,_jj,^fallacies_jj
fallacies,noun,n,strongsubj,_nn,^fallacies_nn
fallacious,adj,n,strongsubj,_jj,^fallacious_jj
fallaciously,adverb,n,strongsubj,_rb,^fallaciously_rb
fallaciousness,noun,n,strongsubj,_nn,^fallaciousness_nn
fallacy,noun,n,strongsubj,_nn,^fallacy_nn
fallout,noun,n,strongsubj,_nn,^fallout_nn
false,adj,n,strongsubj,_jj,^false_jj
false,anypos,n,strongsubj,,^false
falsehood,noun,n,strongsubj,_nn,^falsehood_nn
falsely,anypos,n,strongsubj,,^falsely
falsify,verb,y,strongsubj,_vb,^falsify_vb
falter,verb,y,strongsubj,_vb,^falter_vb
famine,noun,n,strongsubj,_nn,^famine_nn
famished,adj,n,strongsubj,_jj,^famished_jj
fanatic,noun,n,strongsubj,_nn,^fanatic_nn
fanatical,adj,n,strongsubj,_jj,^fanatical_jj
fanatically,anypos,n,strongsubj,,^fanatically
fanaticism,noun,n,strongsubj,_nn,^fanaticism_nn
fanatics,noun,n,strongsubj,_nn,^fanatics_nn
fanciful,adj,n,strongsubj,_jj,^fanciful_jj
far-fetched,adj,n,strongsubj,_jj,^far-fetched_jj
farfetched,adj,n,strongsubj,_jj,^farfetched_jj
farce,noun,n,strongsubj,_nn,^farce_nn
farcical,anypos,n,strongsubj,,^farcical
farcical-yet-provocative,adj,n,strongsubj,_jj,^farcical-yet-provocative_jj
farcically,anypos,n,strongsubj,,^farcically
fascism,adj,n,strongsubj,_jj,^fascism_jj
fascism,noun,n,strongsubj,_nn,^fascism_nn
fascist,anypos,n,strongsubj,,^fascist
fastidious,adj,n,strongsubj,_jj,^fastidious_jj
fastidiously,adverb,n,strongsubj,_rb,^fastidiously_rb
fastuous,adj,n,strongsubj,_jj,^fastuous_jj
fat,adj,n,weaksubj,_jj,^fat_jj
fatal,adj,n,weaksubj,_jj,^fatal_jj
fatalistic,adj,n,strongsubj,_jj,^fatalistic_jj
fatalistically,adverb,n,strongsubj,_rb,^fatalistically_rb
fatally,adverb,n,weaksubj,_rb,^fatally_rb
fateful,adj,n,strongsubj,_jj,^fateful_jj
fatefully,adverb,n,strongsubj,_rb,^fatefully_rb
fathomless,adj,n,strongsubj,_jj,^fathomless_jj
fatigue,noun,n,weaksubj,_nn,^fatigue_nn
fatty,adj,n,weaksubj,_jj,^fatty_jj
fatuity,noun,n,strongsubj,_nn,^fatuity_nn
fatuous,adj,n,strongsubj,_jj,^fatuous_jj
fatuously,adverb,n,strongsubj,_rb,^fatuously_rb
fault,verb,y,strongsubj,_vb,^fault_vb
faulty,adj,n,weaksubj,_jj,^faulty_jj
fawningly,adverb,n,strongsubj,_rb,^fawningly_rb
faze,verb,y,weaksubj,_vb,^faze_vb
fear,noun,n,strongsubj,_nn,^fear_nn
fear,verb,y,strongsubj,_vb,^fear_vb
fearful,adj,n,strongsubj,_jj,^fearful_jj
fearfully,anypos,n,strongsubj,,^fearfully
fears,adj,n,strongsubj,_jj,^fears_jj
fears,noun,n,strongsubj,_nn,^fears_nn
fearsome,adj,n,strongsubj,_jj,^fearsome_jj
feckless,adj,n,strongsubj,_jj,^feckless_jj
feeble,adj,n,weaksubj,_jj,^feeble_jj
feeblely,adj,n,weaksubj,_jj,^feeblely_jj
feebleminded,adj,n,strongsubj,_jj,^feebleminded_jj
feign,verb,y,weaksubj,_vb,^feign_vb
feint,noun,n,weaksubj,_nn,^feint_nn
fell,adj,n,strongsubj,_jj,^fell_jj
felon,noun,n,weaksubj,_nn,^felon_nn
felonious,adj,n,weaksubj,_jj,^felonious_jj
ferocious,adj,n,strongsubj,_jj,^ferocious_jj
ferociously,adverb,n,strongsubj,_rb,^ferociously_rb
ferocity,noun,n,strongsubj,_nn,^ferocity_nn
feverish,adj,n,weaksubj,_jj,^feverish_jj
fetid,adj,n,strongsubj,_jj,^fetid_jj
fever,noun,n,weaksubj,_nn,^fever_nn
fiasco,noun,n,strongsubj,_nn,^fiasco_nn
fiat,adj,n,weaksubj,_jj,^fiat_jj
fiat,noun,n,weaksubj,_nn,^fiat_nn
fib,noun,n,strongsubj,_nn,^fib_nn
fib,verb,y,strongsubj,_vb,^fib_vb
fibber,noun,n,strongsubj,_nn,^fibber_nn
fickle,adj,n,strongsubj,_jj,^fickle_jj
fiction,adj,n,weaksubj,_jj,^fiction_jj
fiction,noun,n,weaksubj,_nn,^fiction_nn
fictional,adj,n,weaksubj,_jj,^fictional_jj
fictitious,adj,n,strongsubj,_jj,^fictitious_jj
fidget,verb,y,strongsubj,_vb,^fidget_vb
fidgety,adj,n,strongsubj,_jj,^fidgety_jj
fiend,noun,n,strongsubj,_nn,^fiend_nn
fiendish,adj,n,strongsubj,_jj,^fiendish_jj
fierce,adj,n,weaksubj,_jj,^fierce_jj
fight,adj,n,weaksubj,_jj,^fight_jj
fight,noun,n,weaksubj,_nn,^fight_nn
figurehead,adj,n,weaksubj,_jj,^figurehead_jj
figurehead,noun,n,weaksubj,_nn,^figurehead_nn
filth,noun,n,strongsubj,_nn,^filth_nn
filthy,adj,n,strongsubj,_jj,^filthy_jj
finagle,verb,y,weaksubj,_vb,^finagle_vb
fine,verb,y,weaksubj,_vb,^fine_vb
fissures,adj,n,weaksubj,_jj,^fissures_jj
fissures,noun,n,weaksubj,_nn,^fissures_nn
fist,noun,n,weaksubj,_nn,^fist_nn
flabbergast,verb,y,strongsubj,_vb,^flabbergast_vb
flabbergasted,anypos,n,strongsubj,,^flabbergasted
flagging,adj,n,weaksubj,_jj,^flagging_jj
flagrant,anypos,n,strongsubj,,^flagrant
flagrantly,anypos,n,strongsubj,,^flagrantly
flak,adj,n,strongsubj,_jj,^flak_jj
flak,noun,n,strongsubj,_nn,^flak_nn
flake,noun,n,weaksubj,_nn,^flake_nn
flakey,adj,n,weaksubj,_jj,^flakey_jj
flaky,adj,n,weaksubj,_jj,^flaky_jj
flash,adj,n,weaksubj,_jj,^flash_jj
flash,noun,n,weaksubj,_nn,^flash_nn
flashy,anypos,y,weaksubj,,^flashy
flat-out,anypos,n,strongsubj,,^flat-out
flaunt,verb,y,strongsubj,_vb,^flaunt_vb
flaw,adj,n,weaksubj,_jj,^flaw_jj
flaw,noun,n,weaksubj,_nn,^flaw_nn
flaws,noun,n,weaksubj,_nn,^flaws_nn
flawed,adj,n,weaksubj,_jj,^flawed_jj
flawed,noun,n,weaksubj,_nn,^flawed_nn
fleer,verb,y,strongsubj,_vb,^fleer_vb
fleeting,adj,n,weaksubj,_jj,^fleeting_jj
flighty,adj,n,strongsubj,_jj,^flighty_jj
flimflam,noun,n,strongsubj,_nn,^flimflam_nn
flimsy,adj,n,weaksubj,_jj,^flimsy_jj
flirt,verb,y,strongsubj,_vb,^flirt_vb
flirty,anypos,y,strongsubj,,^flirty
floored,anypos,y,strongsubj,,^floored
flounder,verb,y,strongsubj,_vb,^flounder_vb
floundering,anypos,n,strongsubj,,^floundering
flout,verb,y,strongsubj,_vb,^flout_vb
fluster,verb,y,weaksubj,_vb,^fluster_vb
foe,noun,n,strongsubj,_nn,^foe_nn
fool,anypos,y,strongsubj,,^fool
foolhardy,adj,n,strongsubj,_jj,^foolhardy_jj
