words,pos,stemmed,type
fairness,adj,n,weaksubj
fairness,noun,n,weaksubj
faith,adj,n,strongsubj
faith,noun,n,strongsubj
faithful,adj,n,strongsubj
faithful,noun,n,strongsubj
faithfully,anypos,n,strongsubj
faithfulness,noun,n,strongsubj
famed,adj,n,weaksubj
fame,noun,n,strongsubj
famed,adj,n,strongsubj
famous,adj,n,weaksubj
famously,adj,n,strongsubj
fancy,adj,n,strongsubj
fancy,verb,y,strongsubj
fanfare,adj,n,strongsubj
fanfare,noun,n,strongsubj
fantastic,anypos,n,strongsubj
fantastically,anypos,n,strongsubj
fantasy,adj,n,strongsubj
fantasy,noun,n,strongsubj
farsighted,adj,n,weaksubj
fascinate,verb,y,strongsubj
fascinating,anypos,n,strongsubj
fascinatingly,anypos,n,strongsubj
fascination,anypos,n,strongsubj
fashionable,adj,n,strongsubj
fashionably,adverb,n,strongsubj
fast-growing,adj,n,weaksubj
fast-paced,adj,n,weaksubj
fastest-growing,adj,n,weaksubj
fathom,verb,y,weaksubj
favor,adj,n,weaksubj
favor,noun,n,weaksubj
favor,verb,y,strongsubj
favorable,adj,n,strongsubj
favorable,anypos,y,strongsubj
favored,adj,n,weaksubj
favorite,adj,n,strongsubj
favour,noun,n,strongsubj
fearless,adj,n,strongsubj
fearlessly,adverb,n,strongsubj
feasible,adj,n,weaksubj
feasibly,adverb,n,weaksubj
feat,noun,n,weaksubj
featly,anypos,n,strongsubj
feisty,adj,n,strongsubj
feisty,noun,n,strongsubj
felicitate,verb,y,strongsubj
felicitous,adj,n,strongsubj
felicity,noun,n,strongsubj
fertile,adj,n,weaksubj
fertile,noun,n,weaksubj
fervent,adj,n,strongsubj
fervently,anypos,n,strongsubj
fervid,adj,n,strongsubj
fervidly,anypos,n,strongsubj
fervor,noun,n,strongsubj
festive,adj,n,strongsubj
fidelity,noun,n,strongsubj
fiery,adj,n,weaksubj
fine,adj,n,weaksubj
finely,adj,n,strongsubj
first-class,adj,n,weaksubj
first-rate,adj,n,strongsubj
fit,adj,n,strongsubj
fitting,adj,n,strongsubj
flair,noun,n,weaksubj
flame,adj,n,weaksubj
flame,noun,n,weaksubj
flatter,verb,y,strongsubj
flattering,adj,n,strongsubj
flatteringly,adverb,n,strongsubj
flawless,adj,n,strongsubj
flawlessly,adverb,n,strongsubj
flexible,adj,n,strongsubj
flourish,adj,n,strongsubj
flourishing,adj,n,strongsubj
fluent,adj,n,weaksubj
fond,adj,n,strongsubj
fondly,adverb,n,strongsubj
fondness,noun,n,strongsubj
foolproof,adj,n,weaksubj
foremost,adj,n,strongsubj
foresight,noun,n,strongsubj
forgave,verb,n,strongsubj
forgive,verb,y,strongsubj
forgiven,adj,n,strongsubj
forgiveness,noun,n,strongsubj
forgiving,anypos,n,strongsubj
forgivingly,anypos,n,strongsubj
fortitude,noun,n,strongsubj
fortuitous,adj,n,strongsubj
fortuitously,adj,n,strongsubj
fortunate,adj,n,weaksubj
fortunate,anypos,y,strongsubj
fortunately,anypos,y,strongsubj
fortune,adj,n,strongsubj
fortune,noun,n,strongsubj
fragrant,adj,n,strongsubj
frank,adj,n,strongsubj
free,adj,n,weaksubj
freedom,adj,n,weaksubj
freedom,noun,n,weaksubj
freedoms,adj,n,weaksubj
freedoms,noun,n,weaksubj
fresh,adj,n,weaksubj
friend,adj,n,weaksubj
friend,noun,n,weaksubj
friendliness,adj,n,strongsubj
friendliness,noun,n,strongsubj
friendly,adj,n,strongsubj
friends,adj,n,weaksubj
friends,noun,n,weaksubj
friendship,adj,n,weaksubj
friendship,noun,n,weaksubj
frolic,verb,y,strongsubj
fruitful,adj,n,weaksubj
fulfillment,adj,n,weaksubj
fulfillment,noun,n,weaksubj
full-fledged,adj,n,weaksubj
fun,adj,n,strongsubj
functional,adj,n,weaksubj
funny,adj,n,strongsubj
funny,anypos,y,strongsubj
gaiety,noun,n,strongsubj
gaily,adverb,n,strongsubj
gain,noun,n,weaksubj
gain,verb,y,weaksubj
gainful,adj,n,strongsubj
gainfully,adverb,n,strongsubj
gallant,adj,n,strongsubj
gallantly,adverb,n,strongsubj
galore,anypos,n,strongsubj
gem,adj,n,weaksubj
gem,noun,n,weaksubj
gems,adj,n,weaksubj
gems,noun,n,weaksubj
generosity,noun,n,strongsubj
generous,adj,n,strongsubj
generously,adj,n,strongsubj
genial,adj,n,weaksubj
genius,noun,n,strongsubj
gentle,adj,n,weaksubj
genuine,adj,n,weaksubj
germane,adj,n,weaksubj
giddy,adj,n,strongsubj
gifted,adj,n,strongsubj
glad,adj,n,strongsubj
gladden,verb,y,strongsubj
gladly,adverb,n,strongsubj
gladness,noun,n,strongsubj
glamorous,adj,n,strongsubj
glee,noun,n,strongsubj
gleeful,anypos,n,strongsubj
gleefully,anypos,n,strongsubj
glimmer,adj,n,strongsubj
glimmer,noun,n,strongsubj
glimmer,verb,y,strongsubj
glimmering,anypos,n,strongsubj
glisten,adj,n,strongsubj
glisten,verb,y,strongsubj
glistening,anypos,n,strongsubj
glitter,adj,n,strongsubj
glitter,verb,y,strongsubj
glorify,verb,y,strongsubj
glorious,adj,n,strongsubj
gloriously,anypos,n,strongsubj
glory,noun,n,strongsubj
glory,verb,y,strongsubj
glossy,adj,n,strongsubj
glow,verb,y,strongsubj
glowing,anypos,y,strongsubj
glowingly,anypos,n,strongsubj
go-ahead,adj,n,weaksubj
go-ahead,noun,n,weaksubj
god-given,anypos,n,strongsubj
godlike,anypos,n,strongsubj
gold,noun,n,weaksubj
golden,adj,n,weaksubj
good,anypos,n,weaksubj
goodly,adverb,n,weaksubj
goodness,noun,n,strongsubj
goodwill,adj,n,strongsubj
goodwill,noun,n,strongsubj
gorgeous,adj,n,strongsubj
gorgeously,anypos,n,strongsubj
grace,noun,n,strongsubj
graceful,adj,n,strongsubj
gracefully,adverb,n,strongsubj
gracious,adj,n,strongsubj
graciously,adverb,n,strongsubj
graciousness,noun,n,strongsubj
grail,adj,n,weaksubj
grail,noun,n,weaksubj
grand,adj,n,weaksubj
grandeur,noun,n,strongsubj
grateful,adj,n,strongsubj
grateful,anypos,n,strongsubj
gratefully,anypos,n,strongsubj
gratification,noun,n,strongsubj
gratify,verb,y,strongsubj
gratifying,anypos,n,strongsubj
gratifyingly,anypos,n,strongsubj
gratitude,adj,n,strongsubj
gratitude,noun,n,strongsubj
great,adj,n,strongsubj
greatest,adj,n,strongsubj
greatness,noun,n,strongsubj
greet,verb,y,strongsubj
grin,anypos,y,strongsubj
grit,adj,n,strongsubj
grit,noun,n,strongsubj
groove,verb,y,weaksubj
groundbreaking,adj,n,strongsubj
groundbreaking,noun,n,strongsubj
guarantee,noun,n,weaksubj
guarantee,verb,y,weaksubj
guardian,noun,n,weaksubj
guidance,adj,n,weaksubj
guidance,noun,n,weaksubj
guiltless,adj,n,strongsubj
gush,verb,y,weaksubj
gumption,noun,n,strongsubj
gusto,noun,n,strongsubj
gutsy,adj,n,strongsubj
hail,verb,y,strongsubj
halcyon,adj,n,strongsubj
hale,adj,n,strongsubj
hallowed,adj,n,strongsubj
handily,adverb,n,strongsubj
handsome,adj,n,strongsubj
handy,adj,n,strongsubj
hanker,verb,y,strongsubj
happily,adverb,n,strongsubj
happiness,noun,n,strongsubj
happy,adj,n,strongsubj
hard-working,adj,n,weaksubj
hardier,adj,n,strongsubj
hardier,noun,n,strongsubj
hardy,adj,n,weaksubj
harmless,adj,n,strongsubj
harmonious,adj,n,strongsubj
harmoniously,anypos,y,strongsubj
harmonize,verb,y,strongsubj
harmony,adj,n,strongsubj
harmony,noun,n,strongsubj
haven,noun,n,strongsubj
headway,noun,n,weaksubj
heady,adj,n,strongsubj
heal,verb,y,weaksubj
healthful,adj,n,strongsubj
healthy,adj,n,weaksubj
healthy,noun,n,weaksubj
heart,adj,n,weaksubj
hearten,verb,y,strongsubj
heartening,adj,n,strongsubj
heartfelt,adj,n,strongsubj
heartily,adj,n,strongsubj
heartwarming,adj,n,strongsubj
heaven,noun,n,weaksubj
heavenly,anypos,n,strongsubj
help,adj,n,weaksubj
help,noun,n,weaksubj
help,verb,y,weaksubj
helpful,adj,n,weaksubj
herald,anypos,y,strongsubj
hero,noun,n,strongsubj
heroic,adj,n,strongsubj
heroic,anypos,y,strongsubj
heroically,anypos,n,strongsubj
heroine,noun,n,strongsubj
heroize,verb,y,strongsubj
heros,noun,n,strongsubj
high-quality,adj,n,weaksubj
highlight,noun,n,strongsubj
highlight,verb,y,strongsubj
hilarious,adj,n,strongsubj
hilariously,anypos,n,strongsubj
hilariousness,noun,n,strongsubj
hilarity,noun,n,strongsubj
historic,adj,n,weaksubj
holy,adj,n,weaksubj
homage,noun,n,strongsubj
honest,adj,n,strongsubj
honest,noun,n,weaksubj
honestly,anypos,n,strongsubj
honesty,adj,n,strongsubj
honesty,noun,n,strongsubj
honeymoon,noun,n,weaksubj
honor,adj,n,weaksubj
honor,noun,n,weaksubj
honor,verb,y,strongsubj
honorable,anypos,n,strongsubj
hope,adj,n,strongsubj
hope,noun,n,strongsubj
hope,verb,y,strongsubj
hopeful,anypos,n,strongsubj
hopefully,anypos,n,strongsubj
hopefulness,noun,n,strongsubj
hopes,adj,n,strongsubj
hopes,noun,n,strongsubj
hospitable,adj,n,strongsubj
hot,adj,n,weaksubj
hug,adj,n,strongsubj
hug,noun,n,strongsubj
humane,adj,n,strongsubj
humane,noun,n,strongsubj
humanists,adj,n,weaksubj
humanists,noun,n,weaksubj
humanity,noun,n,weaksubj
humankind,noun,n,strongsubj
humble,verb,y,strongsubj
humility,noun,n,strongsubj
humor,verb,y,strongsubj
humorous,anypos,n,strongsubj
humorously,anypos,n,strongsubj
humour,adj,n,strongsubj
humour,noun,n,strongsubj
humourous,anypos,n,strongsubj
ideal,adj,n,strongsubj
ideal,noun,n,strongsubj
idealism,noun,n,weaksubj
idealist,noun,n,weaksubj
idealize,verb,y,strongsubj
ideally,anypos,y,strongsubj
idol,adj,n,strongsubj
idol,noun,n,strongsubj
idolize,verb,y,strongsubj
idolized,adj,n,strongsubj
idyllic,anypos,y,strongsubj
illuminate,verb,y,strongsubj
illuminati,adj,n,strongsubj
illuminati,noun,n,strongsubj
illuminating,anypos,n,strongsubj
illumine,verb,y,strongsubj
illustrious,adj,n,strongsubj
imaginative,adj,n,strongsubj
immaculate,adj,n,strongsubj
immaculately,adverb,n,strongsubj
impartial,adj,n,weaksubj
impartiality,noun,n,weaksubj
impartially,adverb,n,weaksubj
impassioned,adj,n,strongsubj
impeccable,adj,n,strongsubj
impeccably,anypos,n,strongsubj
impel,verb,y,strongsubj
imperial,adj,n,weaksubj
imperturbable,adj,n,strongsubj
impervious,adj,n,strongsubj
impetus,noun,n,weaksubj
importance,noun,n,weaksubj
important,adj,n,weaksubj
importantly,adverb,n,weaksubj
impregnable,adj,n,strongsubj
impress,verb,y,weaksubj
impression,adj,n,weaksubj
impression,noun,n,weaksubj
impressions,adj,n,weaksubj
impressions,noun,n,weaksubj
impressive,adj,n,strongsubj
impressively,anypos,n,strongsubj
impressiveness,noun,n,strongsubj
improving,adj,n,weaksubj
improve,verb,y,weaksubj
improved,adj,n,weaksubj
improvement,noun,n,weaksubj
improvise,verb,y,strongsubj
inalienable,adj,n,weaksubj
incisive,adj,n,strongsubj
incisively,anypos,n,strongsubj
incisiveness,noun,n,strongsubj
inclination,adj,n,strongsubj
inclination,noun,n,strongsubj
inclinations,anypos,n,strongsubj
inclined,adj,n,strongsubj
inclusive,adj,n,weaksubj
incontestable,adj,n,strongsubj
incontrovertible,adj,n,strongsubj
incorruptible,adj,n,strongsubj
incredible,anypos,n,strongsubj
incredibly,anypos,n,strongsubj
indebted,adj,n,weaksubj
indefatigable,adj,n,strongsubj
indelible,adj,n,strongsubj
indelibly,adj,n,strongsubj
independence,adj,n,weaksubj
independence,noun,n,weaksubj
independent,adj,n,weaksubj
indescribable,adj,n,strongsubj
indescribably,adverb,n,strongsubj
indestructible,adj,n,strongsubj
indispensable,adj,n,strongsubj
indispensability,noun,n,strongsubj
indisputable,adj,n,strongsubj
individuality,noun,n,weaksubj
indomitable,adj,n,strongsubj
indomitably,adj,n,strongsubj
indubitable,anypos,n,strongsubj
indubitably,anypos,n,strongsubj
indulgence,noun,n,strongsubj
indulgent,adj,n,strongsubj
industrious,adj,n,weaksubj
inestimable,adj,n,strongsubj
inestimably,adverb,n,strongsubj
inexpensive,adj,n,weaksubj
infallible,adj,n,strongsubj
infallibly,adverb,n,strongsubj
infallibility,noun,n,strongsubj
influential,adj,n,weaksubj
informative,adj,n,weaksubj
ingenious,adj,n,strongsubj
ingeniously,anypos,n,strongsubj
ingenuity,noun,n,strongsubj
ingenuous,adj,n,strongsubj
ingenuously,adverb,n,strongsubj
ingratiate,verb,y,strongsubj
ingratiating,adj,n,strongsubj
ingratiatingly,adverb,n,strongsubj
innocence,adj,n,weaksubj
innocence,noun,n,weaksubj
innocent,adj,n,weaksubj
innocently,adj,n,weaksubj
innocuous,adj,n,strongsubj
innocuous,noun,n,strongsubj
innovation,adj,n,weaksubj
innovation,noun,n,weaksubj
innovative,adj,n,weaksubj
inoffensive,adj,n,strongsubj
inquisitive,adj,n,strongsubj
insight,adj,n,strongsubj
insight,noun,n,strongsubj
insightful,anypos,n,strongsubj
insightfully,anypos,n,strongsubj
insist,verb,y,strongsubj
insistence,adj,n,weaksubj
insistence,noun,n,weaksubj
insistent,adj,n,strongsubj
insistently,anypos,n,strongsubj
inspiration,noun,n,strongsubj
inspirational,adj,n,strongsubj
inspire,verb,y,strongsubj
inspiring,adj,n,strongsubj
inspiring,anypos,n,strongsubj
instructive,adj,n,weaksubj
instrumental,adj,n,weaksubj
intact,adj,n,weaksubj
integral,adj,n,weaksubj
integrity,noun,n,strongsubj
intelligent,adj,n,strongsubj
intelligence,noun,n,weaksubj
intelligible,adj,n,strongsubj
intercede,verb,y,weaksubj
interest,adj,n,weaksubj
interest,noun,n,weaksubj
interest,verb,y,weaksubj
interested,adj,n,weaksubj
interesting,anypos,n,strongsubj
interests,adj,n,weaksubj
interests,noun,n,weaksubj
intimacy,adj,n,strongsubj
intimacy,noun,n,strongsubj
intimate,adj,n,weaksubj
intricate,adj,n,weaksubj
intrigue,adj,n,strongsubj
intrigue,noun,n,strongsubj
intriguing,adj,n,strongsubj
intriguing,anypos,n,strongsubj
intriguingly,anypos,n,strongsubj
intuitive,adj,n,strongsubj
invaluable,adj,n,strongsubj
invaluablely,anypos,n,strongsubj
inventive,adj,n,weaksubj
invigorate,verb,y,weaksubj
invigorating,anypos,n,strongsubj
invincibility,anypos,n,strongsubj
invincible,adj,n,strongsubj
inviolable,adj,n,strongsubj
inviolate,adj,n,strongsubj
invulnerable,adj,n,strongsubj
irrefutable,adj,n,strongsubj
irrefutably,anypos,n,strongsubj
irreproachable,adj,n,strongsubj
irresistible,adj,n,strongsubj
irresistibly,anypos,n,strongsubj
jauntily,adverb,n,strongsubj
jaunty,adj,n,strongsubj
jest,verb,y,strongsubj
joke,noun,n,strongsubj
joke,verb,y,strongsubj
jollify,verb,y,weaksubj
jolly,anypos,y,strongsubj
jovial,adj,n,strongsubj
joy,noun,n,strongsubj
joyful,adj,n,strongsubj
joyfully,anypos,n,strongsubj
joyless,adj,n,strongsubj
joyous,anypos,n,strongsubj
joyously,anypos,n,strongsubj
jubilant,adj,n,strongsubj
jubilantly,anypos,n,strongsubj
jubilate,verb,y,strongsubj
jubilation,anypos,n,strongsubj
jubilation,noun,n,strongsubj
judicious,adj,n,strongsubj
just,adj,n,strongsubj
just,anypos,n,weaksubj
just,noun,n,weaksubj
justice,adj,n,weaksubj
justice,noun,n,weaksubj
justifiable,adj,n,strongsubj
justifiably,anypos,y,strongsubj
justification,noun,n,strongsubj
justify,verb,y,strongsubj
justly,anypos,n,strongsubj
keen,adj,n,strongsubj
keenly,anypos,n,strongsubj
keenness,adj,n,strongsubj
keenness,noun,n,strongsubj
kemp,adj,n,strongsubj
kid,verb,y,strongsubj
kind,adj,n,strongsubj
kindly,anypos,n,strongsubj
kindliness,noun,n,strongsubj
kindness,noun,n,strongsubj
kingmaker,noun,n,strongsubj
kiss,noun,n,weaksubj
kiss,verb,y,weaksubj
knowledgeable,anypos,n,strongsubj
large,adj,n,weaksubj
large,adverb,n,weaksubj
lark,verb,y,strongsubj
laud,verb,y,strongsubj
laudable,anypos,n,strongsubj
laudably,anypos,n,strongsubj
lavish,adj,n,strongsubj
lavish,verb,y,strongsubj
lavishly,anypos,n,strongsubj
law-abiding,adj,n,strongsubj
lawful,adj,n,weaksubj
lawfully,adverb,n,weaksubj
leading,adj,n,weaksubj
lean,adj,n,weaksubj
lean,noun,n,weaksubj
learning,noun,n,weaksubj
learned,noun,n,weaksubj
legendary,adj,n,weaksubj
legitimacy,noun,n,weaksubj
legitimate,adj,n,weaksubj
legitimately,adverb,n,weaksubj
lenient,adj,n,weaksubj
leniently,adverb,n,weaksubj
less-expensive,adj,n,weaksubj
leverage,noun,n,weaksubj
leverage,verb,y,weaksubj
levity,noun,n,strongsubj
liberal,adj,n,weaksubj
liberation,adj,n,weaksubj
liberation,noun,n,weaksubj
liberalism,noun,n,weaksubj
liberally,adverb,n,weaksubj
liberate,verb,y,strongsubj
liberty,noun,n,strongsubj
lifeblood,noun,n,strongsubj
lifelong,adj,n,weaksubj
light,adj,n,weaksubj
light,noun,n,weaksubj
light-hearted,adj,n,strongsubj
lighten,verb,y,weaksubj
likable,adj,n,strongsubj
like,verb,y,strongsubj
liking,noun,n,strongsubj
lionhearted,adj,n,strongsubj
literate,adj,n,weaksubj
live,adj,n,weaksubj
lively,adj,n,strongsubj
lofty,adj,n,strongsubj
logical,adj,n,weaksubj
lovable,adj,n,strongsubj
lovably,adverb,n,strongsubj
love,noun,n,strongsubj
love,verb,y,strongsubj
loveliness,noun,n,strongsubj
lover,noun,n,strongsubj
lovely,adj,n,strongsubj
lovely,anypos,y,strongsubj
low-cost,adj,n,weaksubj
low-risk,adj,n,weaksubj
lower-priced,adj,n,weaksubj
loyal,adj,n,weaksubj
loyalty,adj,n,strongsubj
loyalty,noun,n,strongsubj
lucid,adj,n,strongsubj
lucidly,adj,n,strongsubj
luck,noun,n,strongsubj
luckier,adj,n,strongsubj
luckier,noun,n,strongsubj
luckiest,anypos,y,strongsubj
luckily,adj,n,strongsubj
luckiness,noun,n,strongsubj
lucky,adj,n,strongsubj
lucky,noun,n,strongsubj
lucrative,adj,n,weaksubj
lucrative,noun,n,weaksubj
luminous,adj,n,weaksubj
lush,adj,n,strongsubj
luster,noun,n,strongsubj
lustrous,adj,n,strongsubj
luxuriant,adj,n,strongsubj
luxuriate,verb,y,weaksubj
luxurious,anypos,n,strongsubj
luxuriously,anypos,n,strongsubj
luxury,adj,n,strongsubj
luxury,noun,n,strongsubj
lyrical,adj,n,strongsubj
magic,adj,n,strongsubj
magical,adj,n,strongsubj
magnanimous,anypos,n,strongsubj
magnanimously,anypos,n,strongsubj
magnetic,adj,n,weaksubj
magnificence,anypos,n,strongsubj
magnificent,adj,n,strongsubj
magnificent,anypos,n,strongsubj
magnificently,anypos,n,strongsubj
magnify,verb,n,weaksubj
majestic,adj,n,strongsubj
majesty,noun,n,strongsubj
manageable,adj,n,weaksubj
manifest,adj,n,strongsubj
manly,adj,n,strongsubj
mannerly,adj,n,strongsubj
marvel,noun,n,strongsubj
marvel,verb,y,strongsubj
marvellous,adj,n,strongsubj
marvelous,adj,n,strongsubj
marvelous,anypos,y,strongsubj
marvelously,anypos,n,strongsubj
marvelousness,noun,n,strongsubj
marvels,noun,n,strongsubj
master,adj,n,strongsubj
master,noun,n,strongsubj
masterful,adj,n,strongsubj
masterfully,adverb,n,strongsubj
masterpiece,noun,n,strongsubj
masterpieces,noun,n,strongsubj
masters,adj,n,strongsubj
masters,noun,n,strongsubj
mastery,noun,n,strongsubj
matchless,adj,n,strongsubj
mature,adj,n,weaksubj
maturely,adverb,n,weaksubj
maturity,noun,n,weaksubj
maximize,verb,y,strongsubj
meaningful,adj,n,strongsubj
meek,adj,n,strongsubj
mellow,adj,n,strongsubj
memorable,adj,n,strongsubj
memorialize,verb,y,strongsubj
mend,verb,y,weaksubj
mentor,noun,n,weaksubj
merciful,anypos,y,strongsubj
mercifully,anypos,n,strongsubj
mercy,adj,n,strongsubj
mercy,noun,n,strongsubj
merit,noun,n,strongsubj
merit,verb,y,strongsubj
meritorious,adj,n,strongsubj
merrily,adj,n,strongsubj
merriment,noun,n,strongsubj
merriness,noun,n,strongsubj
merry,adj,n,strongsubj
mesmerize,verb,y,strongsubj
mesmerizing,anypos,n,strongsubj
mesmerizing,anypos,n,strongsubj
mesmerizingly,anypos,n,strongsubj
meticulous,adj,n,weaksubj
meticulously,adj,n,weaksubj
might,noun,n,strongsubj
mightily,anypos,n,strongsubj
mighty,anypos,n,strongsubj
mild,adj,n,weaksubj
mindful,adj,n,strongsubj
minister,verb,y,weaksubj
miracle,noun,n,strongsubj
miracles,noun,n,strongsubj
miraculous,adj,n,strongsubj
miraculously,anypos,n,strongsubj
miraculousness,noun,n,strongsubj
mirth,noun,n,strongsubj
moderate,adj,n,strongsubj
moderation,adj,n,strongsubj
moderation,noun,n,strongsubj
modern,adj,n,weaksubj
modest,adj,n,weaksubj
modesty,noun,n,weaksubj
mollify,verb,y,strongsubj
momentous,adj,n,strongsubj
monumental,adj,n,strongsubj
monumentally,adj,n,strongsubj
moral,adj,n,strongsubj
moral,noun,n,strongsubj
morality,noun,n,strongsubj
moralize,verb,y,strongsubj
motivate,verb,y,strongsubj
motivated,adj,n,strongsubj
motivation,adj,n,strongsubj
motivation,noun,n,strongsubj
moving,adj,n,strongsubj
myriad,noun,n,weaksubj
natural,adj,n,weaksubj
naturally,adverb,n,weaksubj
navigable,adj,n,weaksubj
neat,adj,n,weaksubj
neatly,adverb,n,weaksubj
necessarily,adj,n,weaksubj
necessary,adj,n,weaksubj
neutralize,verb,y,weaksubj
nice,adj,n,strongsubj
nicely,anypos,y,strongsubj
nifty,adj,n,strongsubj
nimble,adj,n,strongsubj
noble,adj,n,strongsubj
nobly,adverb,n,strongsubj
non-violence,noun,n,weaksubj
non-violent,adj,n,weaksubj
normal,adj,n,weaksubj
notable,adj,n,strongsubj
notable,noun,n,strongsubj
notably,anypos,y,strongsubj
noteworthy,adj,n,strongsubj
noteworthy,noun,n,strongsubj
noticeable,adj,n,weaksubj
novel,adj,n,strongsubj
nourish,verb,y,weaksubj
nourishing,adj,n,weaksubj
nourishment,noun,n,weaksubj
nurture,verb,y,strongsubj
nurturing,adj,n,strongsubj
nurturing,noun,n,strongsubj
oasis,noun,n,strongsubj
obedience,noun,n,strongsubj
obedient,adj,n,strongsubj
obediently,adverb,n,strongsubj
obey,verb,y,strongsubj
objective,adj,n,weaksubj
objectively,adverb,n,weaksubj
obliged,anypos,y,strongsubj
obviate,verb,y,strongsubj
offbeat,adj,n,strongsubj
offset,verb,y,weaksubj
okay,adj,n,weaksubj
okay,anypos,y,strongsubj
onward,adj,n,weaksubj
onward,noun,n,weaksubj
open,adj,n,weaksubj
openly,adj,n,weaksubj
openness,adj,n,weaksubj
openness,noun,n,weaksubj
opportune,adj,n,strongsubj
opportunity,noun,n,strongsubj
optimal,adj,n,strongsubj
optimism,noun,n,strongsubj
optimistic,adj,n,weaksubj
opulent,adj,n,strongsubj
orderly,adj,n,weaksubj
original,adj,n,weaksubj
originality,noun,n,weaksubj
outdo,verb,y,strongsubj
outgoing,adj,n,weaksubj
outshine,verb,y,strongsubj
outsmart,verb,y,strongsubj
outstanding,adj,n,strongsubj
outstandingly,anypos,n,strongsubj
outstrip,verb,y,strongsubj
outwit,verb,y,strongsubj
ovation,adj,n,strongsubj
ovation,noun,n,strongsubj
overachiever,noun,n,strongsubj
overjoyed,adj,n,strongsubj
overture,adj,n,strongsubj
overture,noun,n,strongsubj
pacifist,noun,n,strongsubj
pacifists,adj,n,strongsubj
pacifists,noun,n,strongsubj
painless,adj,n,weaksubj
painlessly,adverb,n,weaksubj
painstaking,adj,n,strongsubj
painstakingly,adverb,n,strongsubj
palatable,adj,n,strongsubj
palatial,adj,n,strongsubj
palliate,verb,y,strongsubj
pamper,verb,y,weaksubj
paradise,noun,n,strongsubj
paramount,adj,n,strongsubj
pardon,verb,y,strongsubj
passion,noun,n,strongsubj
passionate,adj,n,strongsubj
passionately,anypos,n,strongsubj
patience,noun,n,strongsubj
patient,adj,n,weaksubj
patient,adj,n,weaksubj
patient,noun,n,weaksubj
patiently,adverb,n,strongsubj
patriot,noun,n,strongsubj
patriotic,adj,n,strongsubj
peace,adj,n,weaksubj
peace,noun,n,weaksubj
peaceable,adj,n,strongsubj
peaceful,adj,n,weaksubj
peaceful,noun,n,weaksubj
peacefully,adverb,n,weaksubj
peacekeepers,adj,n,weaksubj
peacekeepers,noun,n,weaksubj
peerless,adj,n,strongsubj
penetrating,adj,n,strongsubj
penitent,adj,n,strongsubj
perceptive,adj,n,strongsubj
perfect,adj,n,strongsubj
perfect,anypos,y,strongsubj
perfect,verb,y,strongsubj
perfection,noun,n,strongsubj
perfectly,anypos,n,strongsubj
permissible,adj,n,weaksubj
perseverance,noun,n,strongsubj
persevere,verb,y,strongsubj
persistent,adj,n,weaksubj
persistent,noun,n,weaksubj
personages,adj,n,weaksubj
personages,noun,n,weaksubj
personality,adj,n,strongsubj
personality,noun,n,strongsubj
perspicuous,adj,n,strongsubj
perspicuously,adverb,n,strongsubj
persuade,verb,y,strongsubj
persuasive,adj,n,strongsubj
persuasive,noun,n,strongsubj
persuasively,adverb,n,strongsubj
pertinent,adj,n,weaksubj
phenomenal,adj,n,strongsubj
phenomenally,anypos,n,strongsubj
picturesque,adj,n,strongsubj
piety,noun,n,weaksubj
pillar,adj,n,strongsubj
pillar,noun,n,strongsubj
pinnacle,noun,n,strongsubj
pious,adj,n,strongsubj
pithy,adj,n,strongsubj
pithy,noun,n,strongsubj
placate,verb,y,strongsubj
placid,adj,n,weaksubj
plain,adj,n,weaksubj
plainly,anypos,y,strongsubj
plausibility,noun,n,strongsubj
plausible,adj,n,strongsubj
playful,adj,n,strongsubj
playfully,adverb,n,strongsubj
pleasant,adj,n,weaksubj
pleasantly,adj,n,weaksubj
please,verb,y,strongsubj
pleased,adj,n,strongsubj
pleasing,anypos,n,strongsubj
pleasingly,anypos,y,strongsubj
pleasurable,anypos,y,strongsubj
pleasurably,anypos,y,strongsubj
pleasure,adj,n,strongsubj
pleasure,noun,n,strongsubj
pledge,noun,n,strongsubj
pledge,verb,y,strongsubj
pledges,adj,n,strongsubj
pledges,noun,n,strongsubj
plentiful,adj,n,weaksubj
plenty,anypos,y,strongsubj
plush,adj,n,strongsubj
poetic,adj,n,strongsubj
poeticize,verb,y,strongsubj
poignant,adj,n,strongsubj
poise,noun,n,strongsubj
poised,adj,n,strongsubj
polished,adj,n,weaksubj
polite,adj,n,weaksubj
politeness,noun,n,weaksubj
popular,adj,n,weaksubj
popular,noun,n,weaksubj
popularity,adj,n,weaksubj
popularity,noun,n,weaksubj
portable,adj,n,weaksubj
posh,adj,n,strongsubj
positive,adj,n,weaksubj
positiveness,noun,n,strongsubj
positively,adverb,n,strongsubj
posterity,noun,n,weaksubj
potent,adj,n,strongsubj
potential,adj,n,weaksubj
potential,noun,n,weaksubj
powerful,adj,n,weaksubj
powerfully,adverb,n,weaksubj
practicable,adj,n,weaksubj
practical,adj,n,weaksubj
pragmatic,adj,n,strongsubj
praise,noun,n,strongsubj
praise,verb,y,strongsubj
praiseworthy,adj,n,strongsubj
praising,adj,n,strongsubj
praising,noun,n,strongsubj
pre-eminent,adj,n,weaksubj
preach,verb,y,strongsubj
preaching,adj,n,strongsubj
preaching,noun,n,strongsubj
precaution,noun,n,strongsubj
precautions,noun,n,strongsubj
precedent,noun,n,weaksubj
