words,pos,stemmed,type,postag,pattern
coupists,noun,n,strongsubj,_nn,^coupists_nn
covetous,adj,n,strongsubj,_jj,^covetous_jj
coward,noun,n,strongsubj,_nn,^coward_nn
crackdown,adj,n,weaksubj,_jj,^crackdown_jj
crackdown,noun,n,weaksubj,_nn,^crackdown_nn
crafty,adj,n,strongsubj,_jj,^crafty_jj
cramped,adj,n,weaksubj,_jj,^cramped_jj
cranky,adj,n,strongsubj,_jj,^cranky_jj
crass,adj,n,strongsubj,_jj,^crass_jj
craze,noun,n,strongsubj,_nn,^craze_nn
craziness,noun,n,strongsubj,_nn,^craziness_nn
credulous,adj,n,strongsubj,_jj,^credulous_jj
crime,noun,n,weaksubj,_nn,^crime_nn
criminal,noun,n,weaksubj,_nn,^criminal_nn
crippling,adj,n,strongsubj,_jj,^crippling_jj
crisis,adj,n,weaksubj,_jj,^crisis_jj
crisis,noun,n,weaksubj,_nn,^crisis_nn
critic,noun,n,strongsubj,_nn,^critic_nn
criticism,adj,n,strongsubj,_jj,^criticism_jj
criticism,noun,n,strongsubj,_nn,^criticism_nn
criticisms,adj,n,strongsubj,_jj,^criticisms_jj
criticisms,noun,n,strongsubj,_nn,^criticisms_nn
critics,adj,n,strongsubj,_jj,^critics_jj
critics,noun,n,strongsubj,_nn,^critics_nn
crook,noun,n,strongsubj,_nn,^crook_nn
crooked,adj,n,strongsubj,_jj,^crooked_jj
cross,adj,n,strongsubj,_jj,^cross_jj
crowded,adj,n,weaksubj,_jj,^crowded_jj
crude,adj,n,weaksubj,_jj,^crude_jj
cruel,adj,n,strongsubj,_jj,^cruel_jj
cruelties,noun,n,strongsubj,_nn,^cruelties_nn
cruelty,noun,n,strongsubj,_nn,^cruelty_nn
crushing,adj,n,weaksubj,_jj,^crushing_jj
culpable,adj,n,strongsubj,_jj,^culpable_jj
cuplrit,noun,n,strongsubj,_nn,^cuplrit_nn
cumbersome,adj,n,strongsubj,_jj,^cumbersome_jj
curse,noun,n,strongsubj,_nn,^curse_nn
cursed,adj,n,strongsubj,_jj,^cursed_jj
curses,noun,n,strongsubj,_nn,^curses_nn
cursory,adj,n,weaksubj,_jj,^cursory_jj
curt,adj,n,weaksubj,_jj,^curt_jj
cutthroat,adj,n,strongsubj,_jj,^cutthroat_jj
cynical,adj,n,strongsubj,_jj,^cynical_jj
cynicism,noun,n,strongsubj,_nn,^cynicism_nn
damage,noun,n,weaksubj,_nn,^damage_nn
damage,verb,n,weaksubj,_vb,^damage_vb
damaging,adj,n,weaksubj,_jj,^damaging_jj
damn,adj,n,strongsubj,_jj,^damn_jj
damn,noun,n,strongsubj,_nn,^damn_nn
danger,adj,n,weaksubj,_jj,^danger_jj
danger,noun,n,weaksubj,_nn,^danger_nn
dangerous,adj,n,weaksubj,_jj,^dangerous_jj
dangerousness,adj,n,strongsubj,_jj,^dangerousness_jj
dangerousness,noun,n,strongsubj,_nn,^dangerousness_nn
dark,adj,n,weaksubj,_jj,^dark_jj
darkness,noun,n,weaksubj,_nn,^darkness_nn
dastard,noun,n,strongsubj,_nn,^dastard_nn
dazed,adj,n,strongsubj,_jj,^dazed_jj
dead,adj,n,weaksubj,_jj,^dead_jj
deadbeat,adj,n,strongsubj,_jj,^deadbeat_jj
deadlock,noun,n,strongsubj,_nn,^deadlock_nn
deadly,adj,n,weaksubj,_jj,^deadly_jj
deadweight,adj,n,strongsubj,_jj,^deadweight_jj
deaf,adj,n,weaksubj,_jj,^deaf_jj
dearth,noun,n,strongsubj,_nn,^dearth_nn
death,noun,n,weaksubj,_nn,^death_nn
debacle,noun,n,strongsubj,_nn,^debacle_nn
debasement,noun,n,strongsubj,_nn,^debasement_nn
debaser,noun,n,strongsubj,_nn,^debaser_nn
debaucher,noun,n,strongsubj,_nn,^debaucher_nn
debauchery,noun,n,strongsubj,_nn,^debauchery_nn
debilitating,adj,n,weaksubj,_jj,^debilitating_jj
debility,noun,n,weaksubj,_nn,^debility_nn
decadence,noun,n,strongsubj,_nn,^decadence_nn
decadent,adj,n,strongsubj,_jj,^decadent_jj
decay,noun,n,strongsubj,_nn,^decay_nn
deceit,noun,n,strongsubj,_nn,^deceit_nn
deceiving,adj,n,strongsubj,_jj,^deceiving_jj
deceiver,noun,n,strongsubj,_nn,^deceiver_nn
deceivers,noun,n,strongsubj,_nn,^deceivers_nn
deception,adj,n,strongsubj,_jj,^deception_jj
deception,noun,n,strongsubj,_nn,^deception_nn
deceptive,adj,n,strongsubj,_jj,^deceptive_jj
deceptive,noun,n,strongsubj,_nn,^deceptive_nn
decline,noun,n,weaksubj,_nn,^decline_nn
declining,adj,n,weaksubj,_jj,^declining_jj
decrease,noun,n,weaksubj,_nn,^decrease_nn
decreasing,adj,n,weaksubj,_jj,^decreasing_jj
decrement,noun,n,weaksubj,_nn,^decrement_nn
decrepit,adj,n,strongsubj,_jj,^decrepit_jj
decrepitude,noun,n,strongsubj,_nn,^decrepitude_nn
deep,noun,n,weaksubj,_nn,^deep_nn
deepening,adj,n,strongsubj,_jj,^deepening_jj
deepening,noun,n,strongsubj,_nn,^deepening_nn
defamation,noun,n,strongsubj,_nn,^defamation_nn
defamations,noun,n,strongsubj,_nn,^defamations_nn
defeat,noun,n,weaksubj,_nn,^defeat_nn
defect,noun,n,weaksubj,_nn,^defect_nn
defective,adj,n,strongsubj,_jj,^defective_jj
defensive,adj,n,weaksubj,_jj,^defensive_jj
defiance,adj,n,strongsubj,_jj,^defiance_jj
defiance,noun,n,strongsubj,_nn,^defiance_nn
defiant,adj,n,strongsubj,_jj,^defiant_jj
deficiency,noun,n,weaksubj,_nn,^deficiency_nn
deficient,adj,n,weaksubj,_jj,^deficient_jj
defiler,noun,n,strongsubj,_nn,^defiler_nn
deformed,adj,n,weaksubj,_jj,^deformed_jj
defrauding,adj,n,strongsubj,_jj,^defrauding_jj
defrauding,noun,n,strongsubj,_nn,^defrauding_nn
defunct,adj,n,strongsubj,_jj,^defunct_jj
degenerate,adj,n,strongsubj,_jj,^degenerate_jj
degeneration,noun,n,strongsubj,_nn,^degeneration_nn
degradation,noun,n,strongsubj,_nn,^degradation_nn
degrading,adj,n,strongsubj,_jj,^degrading_jj
dehumanization,noun,n,strongsubj,_nn,^dehumanization_nn
dejected,adj,n,strongsubj,_jj,^dejected_jj
dejectedly,adj,n,strongsubj,_jj,^dejectedly_jj
dejection,noun,n,strongsubj,_nn,^dejection_nn
delinquency,noun,n,weaksubj,_nn,^delinquency_nn
delinquent,adj,n,weaksubj,_jj,^delinquent_jj
delirious,adj,n,strongsubj,_jj,^delirious_jj
delirium,noun,n,strongsubj,_nn,^delirium_nn
deluded,adj,n,strongsubj,_jj,^deluded_jj
deluge,noun,n,weaksubj,_nn,^deluge_nn
delusion,adj,n,strongsubj,_jj,^delusion_jj
delusion,noun,n,strongsubj,_nn,^delusion_nn
delusional,adj,n,strongsubj,_jj,^delusional_jj
delusions,adj,n,strongsubj,_jj,^delusions_jj
delusions,noun,n,strongsubj,_nn,^delusions_nn
demeaning,adj,n,strongsubj,_jj,^demeaning_jj
demise,noun,n,strongsubj,_nn,^demise_nn
demolisher,noun,n,weaksubj,_nn,^demolisher_nn
demon,noun,n,strongsubj,_nn,^demon_nn
demonic,adj,n,strongsubj,_jj,^demonic_jj
denial,noun,n,strongsubj,_nn,^denial_nn
denunciation,noun,n,strongsubj,_nn,^denunciation_nn
denunciations,noun,n,strongsubj,_nn,^denunciations_nn
deplorable,adj,n,strongsubj,_jj,^deplorable_jj
deploring,adj,n,strongsubj,_jj,^deploring_jj
depraved,adj,n,strongsubj,_jj,^depraved_jj
depressed,adj,n,strongsubj,_jj,^depressed_jj
depressing,adj,n,strongsubj,_jj,^depressing_jj
depression,adj,n,weaksubj,_jj,^depression_jj
depression,noun,n,weaksubj,_nn,^depression_nn
deprived,adj,n,strongsubj,_jj,^deprived_jj
derision,noun,n,strongsubj,_nn,^derision_nn
derogatory,adj,n,strongsubj,_jj,^derogatory_jj
desertion,noun,n,strongsubj,_nn,^desertion_nn
desiccate,verb,n,strongsubj,_vb,^desiccate_vb
desiccated,adj,n,strongsubj,_jj,^desiccated_jj
desolate,adj,n,strongsubj,_jj,^desolate_jj
desolation,noun,n,strongsubj,_nn,^desolation_nn
despair,noun,n,strongsubj,_nn,^despair_nn
despairing,adj,n,strongsubj,_jj,^despairing_jj
desperate,adj,n,strongsubj,_jj,^desperate_jj
desperation,noun,n,strongsubj,_nn,^desperation_nn
despicable,adj,n,strongsubj,_jj,^despicable_jj
despised,adj,n,strongsubj,_jj,^despised_jj
despoiler,noun,n,strongsubj,_nn,^despoiler_nn
despondence,noun,n,strongsubj,_nn,^despondence_nn
despondency,noun,n,strongsubj,_nn,^despondency_nn
despondent,adj,n,strongsubj,_jj,^despondent_jj
despot,noun,n,strongsubj,_nn,^despot_nn
despotic,adj,n,strongsubj,_jj,^despotic_jj
despotism,adj,n,strongsubj,_jj,^despotism_jj
despotism,noun,n,strongsubj,_nn,^despotism_nn
destabilisation,adj,n,strongsubj,_jj,^destabilisation_jj
destabilisation,noun,n,strongsubj,_nn,^destabilisation_nn
destitute,adj,n,strongsubj,_jj,^destitute_jj
destitution,noun,n,strongsubj,_nn,^destitution_nn
destroyer,adj,n,strongsubj,_jj,^destroyer_jj
destroyer,noun,n,strongsubj,_nn,^destroyer_nn
destruction,noun,n,weaksubj,_nn,^destruction_nn
destructive,adj,n,strongsubj,_jj,^destructive_jj
desultory,adj,n,strongsubj,_jj,^desultory_jj
deteriorate,adj,n,weaksubj,_jj,^deteriorate_jj
deteriorating,adj,n,weaksubj,_jj,^deteriorating_jj
deteriorating,noun,n,weaksubj,_nn,^deteriorating_nn
deterioration,noun,n,weaksubj,_nn,^deterioration_nn
detraction,noun,n,weaksubj,_nn,^detraction_nn
detriment,noun,n,strongsubj,_nn,^detriment_nn
detrimental,adj,n,strongsubj,_jj,^detrimental_jj
devastation,noun,n,weaksubj,_nn,^devastation_nn
deviate,adj,n,weaksubj,_jj,^deviate_jj
deviate,noun,n,weaksubj,_nn,^deviate_nn
deviation,noun,n,weaksubj,_nn,^deviation_nn
devil,noun,n,strongsubj,_nn,^devil_nn
devilish,adj,n,strongsubj,_jj,^devilish_jj
devilment,noun,n,strongsubj,_nn,^devilment_nn
devilry,noun,n,strongsubj,_nn,^devilry_nn
deviousness,noun,n,strongsubj,_nn,^deviousness_nn
devoid,adj,n,strongsubj,_jj,^devoid_jj
diabolic,adj,n,strongsubj,_jj,^diabolic_jj
diabolical,adj,n,strongsubj,_jj,^diabolical_jj
diabolically,adverb,n,strongsubj,_rb,^diabolically_rb
diametrically,adverb,n,strongsubj,_rb,^diametrically_rb
dictator,noun,n,weaksubj,_nn,^dictator_nn
dictatorial,adj,n,weaksubj,_jj,^dictatorial_jj
difficult,adj,n,weaksubj,_jj,^difficult_jj
difficulties,adj,n,weaksubj,_jj,^difficulties_jj
difficulties,noun,n,weaksubj,_nn,^difficulties_nn
difficulty,adj,n,strongsubj,_jj,^difficulty_jj
difficulty,noun,n,strongsubj,_nn,^difficulty_nn
diffidence,adj,n,strongsubj,_jj,^diffidence_jj
diffidence,noun,n,strongsubj,_nn,^diffidence_nn
dig,noun,n,weaksubj,_nn,^dig_nn
dilapidated,adj,n,strongsubj,_jj,^dilapidated_jj
dilemma,adj,n,weaksubj,_jj,^dilemma_jj
dilemma,noun,n,weaksubj,_nn,^dilemma_nn
dim,adj,n,strongsubj,_jj,^dim_jj
diminishing,adj,n,weaksubj,_jj,^diminishing_jj
din,noun,n,weaksubj,_nn,^din_nn
dinky,adj,n,weaksubj,_jj,^dinky_jj
dire,adj,n,strongsubj,_jj,^dire_jj
direness,noun,n,strongsubj,_nn,^direness_nn
dirt,noun,n,weaksubj,_nn,^dirt_nn
dirty,adj,n,weaksubj,_jj,^dirty_jj
disabled,adj,n,weaksubj,_jj,^disabled_jj
disaccord,noun,n,strongsubj,_nn,^disaccord_nn
disadvantage,noun,n,strongsubj,_nn,^disadvantage_nn
disadvantaged,adj,n,weaksubj,_jj,^disadvantaged_jj
disadvantageous,adj,n,strongsubj,_jj,^disadvantageous_jj
disadvantageous,noun,n,strongsubj,_nn,^disadvantageous_nn
disaffected,adj,n,strongsubj,_jj,^disaffected_jj
disagreement,adj,n,strongsubj,_jj,^disagreement_jj
disagreement,noun,n,strongsubj,_nn,^disagreement_nn
disappointed,adj,n,strongsubj,_jj,^disappointed_jj
disappointment,adj,n,strongsubj,_jj,^disappointment_jj
disappointment,noun,n,strongsubj,_nn,^disappointment_nn
disapprobation,noun,n,strongsubj,_nn,^disapprobation_nn
disapproval,adj,n,strongsubj,_jj,^disapproval_jj
disapproval,noun,n,strongsubj,_nn,^disapproval_nn
disarray,adj,n,strongsubj,_jj,^disarray_jj
disarray,noun,n,strongsubj,_nn,^disarray_nn
disaster,noun,n,strongsubj,_nn,^disaster_nn
disastrous,adj,n,strongsubj,_jj,^disastrous_jj
disavowal,noun,n,strongsubj,_nn,^disavowal_nn
disbelief,noun,n,strongsubj,_nn,^disbelief_nn
disbeliever,noun,n,strongsubj,_nn,^disbeliever_nn
discomfititure,noun,n,strongsubj,_nn,^discomfititure_nn
discomfort,noun,n,weaksubj,_nn,^discomfort_nn
disconcerted,adj,n,strongsubj,_jj,^disconcerted_jj
disconsolate,adj,n,strongsubj,_jj,^disconsolate_jj
disconsolately,adverb,n,strongsubj,_rb,^disconsolately_rb
disconsolation,noun,n,strongsubj,_nn,^disconsolation_nn
discontent,adj,n,strongsubj,_jj,^discontent_jj
discontent,noun,n,strongsubj,_nn,^discontent_nn
discontented,adj,n,strongsubj,_jj,^discontented_jj
discontentedly,adverb,n,strongsubj,_rb,^discontentedly_rb
discontinuity,adj,n,strongsubj,_jj,^discontinuity_jj
discontinuity,noun,n,strongsubj,_nn,^discontinuity_nn
discord,noun,n,strongsubj,_nn,^discord_nn
discordance,noun,n,strongsubj,_nn,^discordance_nn
discordant,adj,n,strongsubj,_jj,^discordant_jj
discountenance,noun,n,strongsubj,_nn,^discountenance_nn
discouragement,noun,n,strongsubj,_nn,^discouragement_nn
discourteous,adj,n,strongsubj,_jj,^discourteous_jj
discourteously,adj,n,strongsubj,_jj,^discourteously_jj
discrepant,adj,n,weaksubj,_jj,^discrepant_jj
discrimination,adj,n,weaksubj,_jj,^discrimination_jj
discrimination,noun,n,weaksubj,_nn,^discrimination_nn
discriminatory,adj,n,strongsubj,_jj,^discriminatory_jj
disdain,noun,n,strongsubj,_nn,^disdain_nn
disease,noun,n,weaksubj,_nn,^disease_nn
diseased,adj,n,weaksubj,_jj,^diseased_jj
disgrace,noun,n,strongsubj,_nn,^disgrace_nn
disgraced,adj,n,strongsubj,_jj,^disgraced_jj
disgruntled,adj,n,strongsubj,_jj,^disgruntled_jj
disgust,noun,n,strongsubj,_nn,^disgust_nn
disgusted,adj,n,strongsubj,_jj,^disgusted_jj
disgustful,adj,n,strongsubj,_jj,^disgustful_jj
dishonest,adj,n,strongsubj,_jj,^dishonest_jj
dishonest,noun,n,strongsubj,_nn,^dishonest_nn
dishonesty,noun,n,strongsubj,_nn,^dishonesty_nn
dishonor,noun,n,strongsubj,_nn,^dishonor_nn
dishonorable,adj,n,strongsubj,_jj,^dishonorable_jj
dishonorablely,adverb,n,strongsubj,_rb,^dishonorablely_rb
disillusion,noun,n,strongsubj,_nn,^disillusion_nn
disillusioned,adj,n,strongsubj,_jj,^disillusioned_jj
disinclination,noun,n,strongsubj,_nn,^disinclination_nn
disingenuous,adj,n,strongsubj,_jj,^disingenuous_jj
disingenuously,adverb,n,strongsubj,_rb,^disingenuously_rb
disinterested,adj,n,weaksubj,_jj,^disinterested_jj
disintegration,noun,n,weaksubj,_nn,^disintegration_nn
disinterest,noun,n,strongsubj,_nn,^disinterest_nn
disinterested,adj,n,strongsubj,_jj,^disinterested_jj
dislocated,adj,n,weaksubj,_jj,^dislocated_jj
disloyal,adj,n,strongsubj,_jj,^disloyal_jj
disloyal,noun,n,strongsubj,_nn,^disloyal_nn
dismal,adj,n,strongsubj,_jj,^dismal_jj
dismalness,noun,n,strongsubj,_nn,^dismalness_nn
dismay,noun,n,strongsubj,_nn,^dismay_nn
dismayed,adj,n,strongsubj,_jj,^dismayed_jj
dismissive,adj,n,strongsubj,_jj,^dismissive_jj
dismissive,noun,n,strongsubj,_nn,^dismissive_nn
disobedience,noun,n,strongsubj,_nn,^disobedience_nn
disobedient,adj,n,strongsubj,_jj,^disobedient_jj
disorder,noun,n,weaksubj,_nn,^disorder_nn
disordered,adj,n,weaksubj,_jj,^disordered_jj
disorderly,adj,n,weaksubj,_jj,^disorderly_jj
disorganized,adj,n,strongsubj,_jj,^disorganized_jj
disoriented,adj,n,strongsubj,_jj,^disoriented_jj
disparaging,adj,n,strongsubj,_jj,^disparaging_jj
dispensable,adj,n,weaksubj,_jj,^dispensable_jj
dispirited,adj,n,strongsubj,_jj,^dispirited_jj
dispiritedly,adverb,n,strongsubj,_rb,^dispiritedly_rb
displaced,adj,n,weaksubj,_jj,^displaced_jj
displeasing,adj,n,strongsubj,_jj,^displeasing_jj
displeasure,adj,n,strongsubj,_jj,^displeasure_jj
displeasure,noun,n,strongsubj,_nn,^displeasure_nn
disproportionate,adj,n,weaksubj,_jj,^disproportionate_jj
dispute,noun,n,strongsubj,_nn,^dispute_nn
disputed,adj,n,strongsubj,_jj,^disputed_jj
disquietude,noun,n,strongsubj,_nn,^disquietude_nn
disregard,adj,n,strongsubj,_jj,^disregard_jj
disregard,noun,n,strongsubj,_nn,^disregard_nn
disregardful,adj,n,strongsubj,_jj,^disregardful_jj
disreputable,adj,n,strongsubj,_jj,^disreputable_jj
disrepute,noun,n,strongsubj,_nn,^disrepute_nn
disrespectable,adj,n,strongsubj,_jj,^disrespectable_jj
disrespectablity,noun,n,strongsubj,_nn,^disrespectablity_nn
disrespectfulness,noun,n,strongsubj,_nn,^disrespectfulness_nn
disrespecting,adj,n,strongsubj,_jj,^disrespecting_jj
disrespecting,noun,n,strongsubj,_nn,^disrespecting_nn
disruption,adj,n,strongsubj,_jj,^disruption_jj
disruption,noun,n,strongsubj,_nn,^disruption_nn
disruptive,adj,n,strongsubj,_jj,^disruptive_jj
dissatisfaction,adj,n,strongsubj,_jj,^dissatisfaction_jj
dissatisfaction,noun,n,strongsubj,_nn,^dissatisfaction_nn
dissatisfactory,adj,n,strongsubj,_jj,^dissatisfactory_jj
dissatisfied,adj,n,strongsubj,_jj,^dissatisfied_jj
dissembler,noun,n,strongsubj,_nn,^dissembler_nn
dissension,noun,n,strongsubj,_nn,^dissension_nn
dissent,adj,n,strongsubj,_jj,^dissent_jj
dissent,noun,n,strongsubj,_nn,^dissent_nn
dissenter,noun,n,strongsubj,_nn,^dissenter_nn
dissention,noun,n,strongsubj,_nn,^dissention_nn
disservice,adj,n,strongsubj,_jj,^disservice_jj
disservice,noun,n,strongsubj,_nn,^disservice_nn
dissidence,noun,n,strongsubj,_nn,^dissidence_nn
dissident,adj,n,strongsubj,_jj,^dissident_jj
dissident,noun,n,strongsubj,_nn,^dissident_nn
dissidents,adj,n,strongsubj,_jj,^dissidents_jj
dissidents,noun,n,strongsubj,_nn,^dissidents_nn
dissocial,adj,n,strongsubj,_jj,^dissocial_jj
dissolute,adj,n,strongsubj,_jj,^dissolute_jj
dissolution,noun,n,weaksubj,_nn,^dissolution_nn
dissonance,noun,n,strongsubj,_nn,^dissonance_nn
dissonant,adj,n,strongsubj,_jj,^dissonant_jj
dissonantly,adverb,n,strongsubj,_rb,^dissonantly_rb
dissuasive,adj,n,strongsubj,_jj,^dissuasive_jj
distaste,noun,n,strongsubj,_nn,^distaste_nn
distasteful,adj,n,strongsubj,_jj,^distasteful_jj
distastefully,adverb,n,strongsubj,_rb,^distastefully_rb
distortion,adj,n,strongsubj,_jj,^distortion_jj
distortion,noun,n,strongsubj,_nn,^distortion_nn
distracting,adj,n,strongsubj,_jj,^distracting_jj
distraction,adj,n,strongsubj,_jj,^distraction_jj
distraction,noun,n,strongsubj,_nn,^distraction_nn
distraught,adj,n,strongsubj,_jj,^distraught_jj
distraughtness,noun,n,strongsubj,_nn,^distraughtness_nn
distressed,adj,n,strongsubj,_jj,^distressed_jj
distressing,adj,n,strongsubj,_jj,^distressing_jj
distrustful,adj,n,strongsubj,_jj,^distrustful_jj
disturbed,adj,n,strongsubj,_jj,^disturbed_jj
disturbed-let,adj,n,strongsubj,_jj,^disturbed-let_jj
disturbed-let,noun,n,strongsubj,_nn,^disturbed-let_nn
disunity,noun,n,strongsubj,_nn,^disunity_nn
disvalue,noun,n,strongsubj,_nn,^disvalue_nn
divergent,adj,n,weaksubj,_jj,^divergent_jj
divided,adj,n,weaksubj,_jj,^divided_jj
division,noun,n,weaksubj,_nn,^division_nn
divisive,adj,n,strongsubj,_jj,^divisive_jj
divisively,adverb,n,strongsubj,_rb,^divisively_rb
divisiveness,noun,n,strongsubj,_nn,^divisiveness_nn
divorce,noun,n,weaksubj,_nn,^divorce_nn
divorced,adj,n,weaksubj,_jj,^divorced_jj
dizzy,adj,n,strongsubj,_jj,^dizzy_jj
dizzing,adj,n,strongsubj,_jj,^dizzing_jj
dizzingly,adverb,n,strongsubj,_rb,^dizzingly_rb
doddering,adj,n,strongsubj,_jj,^doddering_jj
dodgey,adj,n,strongsubj,_jj,^dodgey_jj
dogged,adj,n,strongsubj,_jj,^dogged_jj
doggedly,adverb,n,strongsubj,_rb,^doggedly_rb
dogmatic,adj,n,strongsubj,_jj,^dogmatic_jj
doldrums,noun,n,strongsubj,_nn,^doldrums_nn
dominance,adj,n,weaksubj,_jj,^dominance_jj
dominance,noun,n,weaksubj,_nn,^dominance_nn
domination,adj,n,strongsubj,_jj,^domination_jj
domination,noun,n,strongsubj,_nn,^domination_nn
domineering,adj,n,strongsubj,_jj,^domineering_jj
domineering,noun,n,strongsubj,_nn,^domineering_nn
doomsday,adj,n,strongsubj,_jj,^doomsday_jj
doomsday,noun,n,strongsubj,_nn,^doomsday_nn
dope,noun,n,weaksubj,_nn,^dope_nn
doubt,noun,n,strongsubj,_nn,^doubt_nn
doubtful,adj,n,strongsubj,_jj,^doubtful_jj
doubtfully,adverb,n,strongsubj,_rb,^doubtfully_rb
doubts,adj,n,strongsubj,_jj,^doubts_jj
doubts,noun,n,strongsubj,_nn,^doubts_nn
down,noun,n,weaksubj,_nn,^down_nn
downbeat,adj,n,strongsubj,_jj,^downbeat_jj
downcast,adj,n,strongsubj,_jj,^downcast_jj
downer,noun,n,strongsubj,_nn,^downer_nn
downfall,noun,n,strongsubj,_nn,^downfall_nn
downfallen,noun,n,strongsubj,_nn,^downfallen_nn
downhearted,adj,n,strongsubj,_jj,^downhearted_jj
downheartedly,adverb,n,strongsubj,_rb,^downheartedly_rb
downside,noun,n,strongsubj,_nn,^downside_nn
drab,adj,n,strongsubj,_jj,^drab_jj
draconian,adj,n,strongsubj,_jj,^draconian_jj
draconic,adj,n,strongsubj,_jj,^draconic_jj
dragon,noun,n,strongsubj,_nn,^dragon_nn
dragons,adj,n,strongsubj,_jj,^dragons_jj
dragons,noun,n,strongsubj,_nn,^dragons_nn
drain,adj,n,strongsubj,_jj,^drain_jj
drain,noun,n,strongsubj,_nn,^drain_nn
drama,adj,n,strongsubj,_jj,^drama_jj
drama,noun,n,strongsubj,_nn,^drama_nn
drastic,adj,n,strongsubj,_jj,^drastic_jj
drastically,adj,n,strongsubj,_jj,^drastically_jj
dreadfulness,noun,n,strongsubj,_nn,^dreadfulness_nn
dreary,adj,n,strongsubj,_jj,^dreary_jj
drones,adj,n,strongsubj,_jj,^drones_jj
drones,noun,n,strongsubj,_nn,^drones_nn
drought,adj,n,weaksubj,_jj,^drought_jj
drought,noun,n,weaksubj,_nn,^drought_nn
drunk,adj,n,strongsubj,_jj,^drunk_jj
drunkard,noun,n,strongsubj,_nn,^drunkard_nn
drunken,adj,n,strongsubj,_jj,^drunken_jj
dubious,adj,n,strongsubj,_jj,^dubious_jj
dubiously,adverb,n,strongsubj,_rb,^dubiously_rb
dubitable,adj,n,strongsubj,_jj,^dubitable_jj
dull,adj,n,weaksubj,_jj,^dull_jj
dullard,noun,n,strongsubj,_nn,^dullard_nn
dumb,adj,n,strongsubj,_jj,^dumb_jj
dumb,noun,n,strongsubj,_nn,^dumb_nn
dumbfounded,adj,n,strongsubj,_jj,^dumbfounded_jj
dummy,noun,n,strongsubj,_nn,^dummy_nn
dump,noun,n,weaksubj,_nn,^dump_nn
dunce,noun,n,strongsubj,_nn,^dunce_nn
dungeon,noun,n,strongsubj,_nn,^dungeon_nn
dungeons,adj,n,strongsubj,_jj,^dungeons_jj
dungeons,noun,n,strongsubj,_nn,^dungeons_nn
dusty,adj,n,weaksubj,_jj,^dusty_jj
dwindling,adj,n,weaksubj,_jj,^dwindling_jj
earsplitting,adj,n,strongsubj,_jj,^earsplitting_jj
eccentric,adj,n,weaksubj,_jj,^eccentric_jj
eccentricity,noun,n,weaksubj,_nn,^eccentricity_nn
edgy,adj,n,strongsubj,_jj,^edgy_jj
effigy,noun,n,strongsubj,_nn,^effigy_nn
ego,adj,n,strongsubj,_jj,^ego_jj
ego,noun,n,strongsubj,_nn,^ego_nn
egocentric,adj,n,strongsubj,_jj,^egocentric_jj
egomania,noun,n,strongsubj,_nn,^egomania_nn
egotism,noun,n,strongsubj,_nn,^egotism_nn
egotistical,adj,n,strongsubj,_jj,^egotistical_jj
egotistically,adverb,n,strongsubj,_rb,^egotistically_rb
egregious,adj,n,strongsubj,_jj,^egregious_jj
election-rigger,adj,n,strongsubj,_jj,^election-rigger_jj
election-rigger,noun,n,strongsubj,_nn,^election-rigger_nn
elimination,noun,n,weaksubj,_nn,^elimination_nn
embarrassment,noun,n,strongsubj,_nn,^embarrassment_nn
embattled,adj,n,weaksubj,_jj,^embattled_jj
embroiled,adj,n,strongsubj,_jj,^embroiled_jj
embroilment,noun,n,strongsubj,_nn,^embroilment_nn
emotional,adj,n,strongsubj,_jj,^emotional_jj
empathy,noun,n,strongsubj,_nn,^empathy_nn
emptiness,adj,n,strongsubj,_jj,^emptiness_jj
emptiness,noun,n,strongsubj,_nn,^emptiness_nn
empty,adj,n,weaksubj,_jj,^empty_jj
encroachment,noun,n,weaksubj,_nn,^encroachment_nn
endless,adj,n,weaksubj,_jj,^endless_jj
enemies,adj,n,weaksubj,_jj,^enemies_jj
enemies,noun,n,weaksubj,_nn,^enemies_nn
enemy,noun,n,weaksubj,_nn,^enemy_nn
enmity,noun,n,strongsubj,_nn,^enmity_nn
enormities,noun,n,strongsubj,_nn,^enormities_nn
enormity,noun,n,strongsubj,_nn,^enormity_nn
enraged,adj,n,strongsubj,_jj,^enraged_jj
entanglement,noun,n,weaksubj,_nn,^entanglement_nn
entrapment,noun,n,strongsubj,_nn,^entrapment_nn
envious,adj,n,strongsubj,_jj,^envious_jj
enviousness,noun,n,strongsubj,_nn,^enviousness_nn
envy,noun,n,strongsubj,_nn,^envy_nn
epidemic,adj,n,weaksubj,_jj,^epidemic_jj
equivocal,adj,n,strongsubj,_jj,^equivocal_jj
erosion,noun,n,weaksubj,_nn,^erosion_nn
errant,adj,n,weaksubj,_jj,^errant_jj
erratic,adj,n,strongsubj,_jj,^erratic_jj
erratically,adverb,n,strongsubj,_rb,^erratically_rb
erroneous,adj,n,strongsubj,_jj,^erroneous_jj
error,adj,n,weaksubj,_jj,^error_jj
error,noun,n,weaksubj,_nn,^error_nn
escapade,noun,n,weaksubj,_nn,^escapade_nn
esoteric,adj,n,weaksubj,_jj,^esoteric_jj
estranged,adj,n,strongsubj,_jj,^estranged_jj
eternal,adj,n,weaksubj,_jj,^eternal_jj
evasion,noun,n,weaksubj,_nn,^evasion_nn
evasive,adj,n,weaksubj,_jj,^evasive_jj
