"","words","pos","stemmed","type","stems","postag","pattern"
"343","exacerbate","verb","y","strongsubj","exacerbat","_vb","^exacerbat[a-z]*_vb"
"344","exaggerate","verb","y","strongsubj","exaggerat","_vb","^exaggerat[a-z]*_vb"
"345","exasperate","verb","y","strongsubj","exasperat","_vb","^exasperat[a-z]*_vb"
"346","exclaim","verb","y","strongsubj","exclaim","_vb","^exclaim[a-z]*_vb"
"347","exclude","verb","y","weaksubj","exclud","_vb","^exclud[a-z]*_vb"
"348","excoriate","verb","y","strongsubj","excoriat","_vb","^excoriat[a-z]*_vb"
"349","execrate","verb","y","strongsubj","execrat","_vb","^execrat[a-z]*_vb"
"350","exhaust","verb","y","weaksubj","exhaust","_vb","^exhaust[a-z]*_vb"
"351","exhort","verb","y","strongsubj","exhort","_vb","^exhort[a-z]*_vb"
"352","exile","verb","y","weaksubj","exil","_vb","^exil[a-z]*_vb"
"353","expel","verb","y","weaksubj","expel","_vb","^expel[a-z]*_vb"
"354","expire","verb","y","strongsubj","expir","_vb","^expir[a-z]*_vb"
"355","explode","verb","y","weaksubj","explod","_vb","^explod[a-z]*_vb"
"356","exploit","verb","y","strongsubj","exploit","_vb","^exploit[a-z]*_vb"
"357","expose","verb","y","weaksubj","expos","_vb","^expos[a-z]*_vb"
"358","expulse","verb","y","weaksubj","expuls","_vb","^expuls[a-z]*_vb"
"359","expunge","verb","y","strongsubj","expung","_vb","^expung[a-z]*_vb"
"360","exterminate","verb","y","strongsubj","exterminat","_vb","^exterminat[a-z]*_vb"
"361","extinguish","verb","y","weaksubj","extinguish","_vb","^extinguish[a-z]*_vb"
"362","extort","verb","y","weaksubj","extort","_vb","^extort[a-z]*_vb"
"363","fabricate","verb","y","weaksubj","fabricat","_vb","^fabricat[a-z]*_vb"
"364","fail","verb","y","weaksubj","fail","_vb","^fail[a-z]*_vb"
"365","fall","verb","y","weaksubj","fall","_vb","^fall[a-z]*_vb"
"366","falsify","verb","y","strongsubj","falsify","_vb","^falsify[a-z]*_vb"
"367","falsify","verb","y","strongsubj","falsifi","_vb","^falsifi[a-z]*_vb"
"368","falter","verb","y","strongsubj","falter","_vb","^falter[a-z]*_vb"
"369","fault","verb","y","strongsubj","fault","_vb","^fault[a-z]*_vb"
"370","faze","verb","y","weaksubj","faze","_vb","^faze[a-z]*_vb"
"371","fear","verb","y","strongsubj","fear","_vb","^fear[a-z]*_vb"
"372","feign","verb","y","weaksubj","feign","_vb","^feign[a-z]*_vb"
"373","fib","verb","y","strongsubj","fib","_vb","^fib[a-z]*_vb"
"374","fidget","verb","y","strongsubj","fidget","_vb","^fidget[a-z]*_vb"
"375","finagle","verb","y","weaksubj","finagl","_vb","^finagl[a-z]*_vb"
"376","fine","verb","y","weaksubj","fine","_vb","^fine[a-z]*_vb"
"377","flabbergast","verb","y","strongsubj","flabbergast","_vb","^flabbergast[a-z]*_vb"
"378","flaunt","verb","y","strongsubj","flaunt","_vb","^flaunt[a-z]*_vb"
"379","fleer","verb","y","strongsubj","fleer","_vb","^fleer[a-z]*_vb"
"380","flirt","verb","y","strongsubj","flirt","_vb","^flirt[a-z]*_vb"
"381","flounder","verb","y","strongsubj","flounder","_vb","^flounder[a-z]*_vb"
"382","flout","verb","y","strongsubj","flout","_vb","^flout[a-z]*_vb"
"383","fluster","verb","y","weaksubj","fluster","_vb","^fluster[a-z]*_vb"
"384","force","verb","y","weaksubj","forc","_vb","^forc[a-z]*_vb"
"385","forfeit","verb","y","weaksubj","forfeit","_vb","^forfeit[a-z]*_vb"
"386","forget","verb","y","strongsubj","forget","_vb","^forget[a-z]*_vb"
"387","forsake","verb","y","strongsubj","forsak","_vb","^forsak[a-z]*_vb"
"388","forswear","verb","y","strongsubj","forswear","_vb","^forswear[a-z]*_vb"
"389","foul","verb","y","weaksubj","foul","_vb","^foul[a-z]*_vb"
"390","fracture","verb","y","weaksubj","fractur","_vb","^fractur[a-z]*_vb"
"391","fraternize","verb","y","strongsubj","fraterni","_vb","^fraterni[a-z]*_vb"
"392","freak","verb","y","strongsubj","freak","_vb","^freak[a-z]*_vb"
"393","frazzle","verb","y","strongsubj","frazzl","_vb","^frazzl[a-z]*_vb"
"394","fret","verb","y","strongsubj","fret","_vb","^fret[a-z]*_vb"
"395","frighten","verb","y","strongsubj","frighten","_vb","^frighten[a-z]*_vb"
"396","fumble","verb","y","weaksubj","fumbl","_vb","^fumbl[a-z]*_vb"
"397","fun","verb","y","strongsubj","fun","_vb","^fun[a-z]*_vb"
"398","frustrate","verb","y","strongsubj","frustrat","_vb","^frustrat[a-z]*_vb"
"399","fudge","verb","y","strongsubj","fudg","_vb","^fudg[a-z]*_vb"
"400","fulminate","verb","y","strongsubj","fulminat","_vb","^fulminat[a-z]*_vb"
"401","fume","verb","y","strongsubj","fume","_vb","^fume[a-z]*_vb"
"402","fuss","verb","y","strongsubj","fuss","_vb","^fuss[a-z]*_vb"
"403","fustigate","verb","y","strongsubj","fustigat","_vb","^fustigat[a-z]*_vb"
"404","gabble","verb","y","strongsubj","gabbl","_vb","^gabbl[a-z]*_vb"
"405","gainsay","verb","y","strongsubj","gainsay","_vb","^gainsay[a-z]*_vb"
"406","gainsay","verb","y","strongsubj","gainsai","_vb","^gainsai[a-z]*_vb"
"407","gaggle","verb","y","strongsubj","gaggl","_vb","^gaggl[a-z]*_vb"
"408","gall","verb","y","strongsubj","gall","_vb","^gall[a-z]*_vb"
"409","gamble","verb","y","weaksubj","gambl","_vb","^gambl[a-z]*_vb"
"410","gape","verb","y","strongsubj","gape","_vb","^gape[a-z]*_vb"
"411","gawk","verb","y","strongsubj","gawk","_vb","^gawk[a-z]*_vb"
"412","gibber","verb","y","strongsubj","gibber","_vb","^gibber[a-z]*_vb"
"413","gibe","verb","y","strongsubj","gibe","_vb","^gibe[a-z]*_vb"
"414","glare","verb","y","strongsubj","glare","_vb","^glare[a-z]*_vb"
"415","gloss","verb","y","strongsubj","gloss","_vb","^gloss[a-z]*_vb"
"416","glower","verb","y","strongsubj","glower","_vb","^glower[a-z]*_vb"
"417","goad","verb","y","strongsubj","goad","_vb","^goad[a-z]*_vb"
"418","goof","verb","y","strongsubj","goof","_vb","^goof[a-z]*_vb"
"419","gossip","verb","y","strongsubj","gossip","_vb","^gossip[a-z]*_vb"
"420","grapple","verb","y","weaksubj","grappl","_vb","^grappl[a-z]*_vb"
"421","grate","verb","y","strongsubj","grate","_vb","^grate[a-z]*_vb"
"422","grieve","verb","y","strongsubj","griev","_vb","^griev[a-z]*_vb"
"423","grill","verb","y","weaksubj","grill","_vb","^grill[a-z]*_vb"
"424","grimace","verb","y","strongsubj","grimac","_vb","^grimac[a-z]*_vb"
"425","gripe","verb","y","strongsubj","gripe","_vb","^gripe[a-z]*_vb"
"426","grouse","verb","y","strongsubj","grous","_vb","^grous[a-z]*_vb"
"427","growl","verb","y","strongsubj","growl","_vb","^growl[a-z]*_vb"
"428","grumble","verb","y","strongsubj","grumbl","_vb","^grumbl[a-z]*_vb"
"429","haggle","verb","y","strongsubj","haggl","_vb","^haggl[a-z]*_vb"
"430","hallucinate","verb","y","strongsubj","hallucinat","_vb","^hallucinat[a-z]*_vb"
"431","hamper","verb","y","strongsubj","hamper","_vb","^hamper[a-z]*_vb"
"432","harass","verb","y","weaksubj","harass","_vb","^harass[a-z]*_vb"
"433","harden","verb","y","weaksubj","harden","_vb","^harden[a-z]*_vb"
"434","harrow","verb","y","strongsubj","harrow","_vb","^harrow[a-z]*_vb"
"435","hate","verb","y","strongsubj","hate","_vb","^hate[a-z]*_vb"
"436","haunt","verb","y","weaksubj","haunt","_vb","^haunt[a-z]*_vb"
"437","hazard","verb","y","weaksubj","hazard","_vb","^hazard[a-z]*_vb"
"438","heckle","verb","y","strongsubj","heckl","_vb","^heckl[a-z]*_vb"
"439","hedge","verb","y","strongsubj","hedg","_vb","^hedg[a-z]*_vb"
"440","hinder","verb","y","strongsubj","hinder","_vb","^hinder[a-z]*_vb"
"441","hoard","verb","y","strongsubj","hoard","_vb","^hoard[a-z]*_vb"
"442","hoax","verb","y","strongsubj","hoax","_vb","^hoax[a-z]*_vb"
"443","hobble","verb","y","weaksubj","hobbl","_vb","^hobbl[a-z]*_vb"
"444","hoodwink","verb","y","strongsubj","hoodwink","_vb","^hoodwink[a-z]*_vb"
"445","horrify","verb","y","strongsubj","horrify","_vb","^horrify[a-z]*_vb"
"446","horrify","verb","y","strongsubj","horrifi","_vb","^horrifi[a-z]*_vb"
"447","humiliate","verb","y","strongsubj","humiliat","_vb","^humiliat[a-z]*_vb"
"448","hunger","verb","y","strongsubj","hunger","_vb","^hunger[a-z]*_vb"
"449","hurt","verb","y","weaksubj","hurt","_vb","^hurt[a-z]*_vb"
"450","ignore","verb","y","weaksubj","ignor","_vb","^ignor[a-z]*_vb"
"451","impair","verb","y","strongsubj","impair","_vb","^impair[a-z]*_vb"
"452","impeach","verb","y","strongsubj","impeach","_vb","^impeach[a-z]*_vb"
"453","impede","verb","y","strongsubj","imped","_vb","^imped[a-z]*_vb"
"454","imperil","verb","y","strongsubj","imperil","_vb","^imperil[a-z]*_vb"
"455","impinge","verb","y","strongsubj","imping","_vb","^imping[a-z]*_vb"
"456","implicate","verb","y","weaksubj","implicat","_vb","^implicat[a-z]*_vb"
"457","implode","verb","y","strongsubj","implod","_vb","^implod[a-z]*_vb"
"458","importune","verb","y","strongsubj","importun","_vb","^importun[a-z]*_vb"
"459","impose","verb","y","strongsubj","impos","_vb","^impos[a-z]*_vb"
"460","impoverish","verb","y","weaksubj","impoverish","_vb","^impoverish[a-z]*_vb"
"461","imprecate","verb","y","strongsubj","imprecat","_vb","^imprecat[a-z]*_vb"
"462","imprison","verb","y","weaksubj","imprison","_vb","^imprison[a-z]*_vb"
"463","impugn","verb","y","strongsubj","impugn","_vb","^impugn[a-z]*_vb"
"464","incense","verb","y","weaksubj","incens","_vb","^incens[a-z]*_vb"
"465","incite","verb","y","weaksubj","incit","_vb","^incit[a-z]*_vb"
"466","inculcate","verb","y","strongsubj","inculcat","_vb","^inculcat[a-z]*_vb"
"467","indulge","verb","y","strongsubj","indulg","_vb","^indulg[a-z]*_vb"
"468","infest","verb","y","weaksubj","infest","_vb","^infest[a-z]*_vb"
"469","inflame","verb","y","strongsubj","inflam","_vb","^inflam[a-z]*_vb"
"470","inflict","verb","y","strongsubj","inflict","_vb","^inflict[a-z]*_vb"
"471","infringe","verb","y","strongsubj","infring","_vb","^infring[a-z]*_vb"
"472","infuriate","verb","y","strongsubj","infuriat","_vb","^infuriat[a-z]*_vb"
"473","inhibit","verb","y","weaksubj","inhibit","_vb","^inhibit[a-z]*_vb"
"474","injure","verb","y","weaksubj","injur","_vb","^injur[a-z]*_vb"
"475","insinuate","verb","y","strongsubj","insinuat","_vb","^insinuat[a-z]*_vb"
"476","instigate","verb","y","strongsubj","instigat","_vb","^instigat[a-z]*_vb"
"477","insult","verb","y","strongsubj","insult","_vb","^insult[a-z]*_vb"
"478","interfere","verb","y","weaksubj","interfer","_vb","^interfer[a-z]*_vb"
"479","interrupt","verb","y","weaksubj","interrupt","_vb","^interrupt[a-z]*_vb"
"480","intimidate","verb","y","weaksubj","intimidat","_vb","^intimidat[a-z]*_vb"
"481","intoxicate","verb","y","weaksubj","intoxicat","_vb","^intoxicat[a-z]*_vb"
"482","intrude","verb","y","strongsubj","intrud","_vb","^intrud[a-z]*_vb"
"483","inundate","verb","y","strongsubj","inundat","_vb","^inundat[a-z]*_vb"
"484","invalidate","verb","y","strongsubj","invalidat","_vb","^invalidat[a-z]*_vb"
"485","inveigle","verb","y","strongsubj","inveigl","_vb","^inveigl[a-z]*_vb"
"486","irk","verb","y","strongsubj","irk","_vb","^irk[a-z]*_vb"
"487","irritate","verb","y","strongsubj","irritat","_vb","^irritat[a-z]*_vb"
"488","isolate","verb","y","weaksubj","isolat","_vb","^isolat[a-z]*_vb"
"489","itch","verb","y","strongsubj","itch","_vb","^itch[a-z]*_vb"
"490","jabber","verb","y","strongsubj","jabber","_vb","^jabber[a-z]*_vb"
"491","jar","verb","y","weaksubj","jar","_vb","^jar[a-z]*_vb"
"492","jeer","verb","y","strongsubj","jeer","_vb","^jeer[a-z]*_vb"
"493","jeopardize","verb","y","strongsubj","jeopard","_vb","^jeopard[a-z]*_vb"
"494","jolt","verb","y","weaksubj","jolt","_vb","^jolt[a-z]*_vb"
"495","keen","verb","y","strongsubj","keen","_vb","^keen[a-z]*_vb"
"496","kill","verb","y","weaksubj","kill","_vb","^kill[a-z]*_vb"
"497","knife","verb","y","weaksubj","knife","_vb","^knife[a-z]*_vb"
"498","knock","verb","y","weaksubj","knock","_vb","^knock[a-z]*_vb"
"499","lag","verb","y","weaksubj","lag","_vb","^lag[a-z]*_vb"
"500","lambast","verb","y","strongsubj","lambast","_vb","^lambast[a-z]*_vb"
"501","lambaste","verb","y","strongsubj","lambast","_vb","^lambast[a-z]*_vb"
"502","lament","verb","y","strongsubj","lament","_vb","^lament[a-z]*_vb"
"503","languish","verb","y","strongsubj","languish","_vb","^languish[a-z]*_vb"
"504","laugh","verb","y","strongsubj","laugh","_vb","^laugh[a-z]*_vb"
"505","leak","verb","y","weaksubj","leak","_vb","^leak[a-z]*_vb"
"506","lecture","verb","y","weaksubj","lectur","_vb","^lectur[a-z]*_vb"
"507","leech","verb","y","strongsubj","leech","_vb","^leech[a-z]*_vb"
"508","leer","verb","y","strongsubj","leer","_vb","^leer[a-z]*_vb"
"509","lessen","verb","y","weaksubj","lessen","_vb","^lessen[a-z]*_vb"
"510","limit","verb","y","weaksubj","limit","_vb","^limit[a-z]*_vb"
"511","loathe","verb","y","strongsubj","loath","_vb","^loath[a-z]*_vb"
"512","long","verb","y","strongsubj","long","_vb","^long[a-z]*_vb"
"513","lost","verb","y","weaksubj","lost","_vb","^lost[a-z]*_vb"
"514","lose","verb","y","weaksubj","lose","_vb","^lose[a-z]*_vb"
"515","lull","verb","y","weaksubj","lull","_vb","^lull[a-z]*_vb"
"516","lurch","verb","y","strongsubj","lurch","_vb","^lurch[a-z]*_vb"
"517","lure","verb","y","strongsubj","lure","_vb","^lure[a-z]*_vb"
"518","lurk","verb","y","strongsubj","lurk","_vb","^lurk[a-z]*_vb"
"519","luring","verb","y","strongsubj","luring","_vb","^luring[a-z]*_vb"
"520","lure","verb","y","strongsubj","lure","_vb","^lure[a-z]*_vb"
"521","madden","verb","y","strongsubj","madden","_vb","^madden[a-z]*_vb"
"522","maledict","verb","y","strongsubj","maledict","_vb","^maledict[a-z]*_vb"
"523","malign","verb","y","strongsubj","malign","_vb","^malign[a-z]*_vb"
"524","mangle","verb","y","strongsubj","mangl","_vb","^mangl[a-z]*_vb"
"525","manipulate","verb","y","weaksubj","manipulat","_vb","^manipulat[a-z]*_vb"
"526","mar","verb","y","strongsubj","mar","_vb","^mar[a-z]*_vb"
"527","massacre","verb","y","strongsubj","massacr","_vb","^massacr[a-z]*_vb"
"528","meddle","verb","y","strongsubj","meddl","_vb","^meddl[a-z]*_vb"
"529","menace","verb","y","strongsubj","menac","_vb","^menac[a-z]*_vb"
"530","miff","verb","y","weaksubj","miff","_vb","^miff[a-z]*_vb"
"531","mind","verb","y","weaksubj","mind","_vb","^mind[a-z]*_vb"
"532","mire","verb","y","strongsubj","mire","_vb","^mire[a-z]*_vb"
"533","misapprehend","verb","y","weaksubj","misapprehend","_vb","^misapprehend[a-z]*_vb"
"534","misbecame","verb","y","strongsubj","misbecame","_vb","^misbecame[a-z]*_vb"
"535","misbecome","verb","y","strongsubj","misbecom","_vb","^misbecom[a-z]*_vb"
"536","misbehave","verb","y","strongsubj","misbehav","_vb","^misbehav[a-z]*_vb"
"537","miscalculate","verb","y","weaksubj","miscalcul","_vb","^miscalcul[a-z]*_vb"
"538","misguide","verb","y","strongsubj","misguid","_vb","^misguid[a-z]*_vb"
"539","mishandle","verb","y","strongsubj","mishandl","_vb","^mishandl[a-z]*_vb"
"540","misinform","verb","y","strongsubj","misinform","_vb","^misinform[a-z]*_vb"
"541","misinterpret","verb","y","strongsubj","misinterpret","_vb","^misinterpret[a-z]*_vb"
"542","misjudge","verb","y","strongsubj","misjudg","_vb","^misjudg[a-z]*_vb"
"543","mislead","verb","y","strongsubj","mislead","_vb","^mislead[a-z]*_vb"
"544","mislike","verb","y","strongsubj","mislik","_vb","^mislik[a-z]*_vb"
"545","mismanage","verb","y","strongsubj","mismanag","_vb","^mismanag[a-z]*_vb"
"546","misread","verb","y","strongsubj","misread","_vb","^misread[a-z]*_vb"
"547","misrepresent","verb","y","strongsubj","misrepresent","_vb","^misrepresent[a-z]*_vb"
"548","miss","verb","y","weaksubj","miss","_vb","^miss[a-z]*_vb"
"549","mistaken","verb","y","strongsubj","mistaken","_vb","^mistaken[a-z]*_vb"
"550","misuse","verb","y","strongsubj","misus","_vb","^misus[a-z]*_vb"
"551","moan","verb","y","strongsubj","moan","_vb","^moan[a-z]*_vb"
"552","mock","verb","y","strongsubj","mock","_vb","^mock[a-z]*_vb"
"553","molest","verb","y","strongsubj","molest","_vb","^molest[a-z]*_vb"
"554","moon","verb","y","weaksubj","moon","_vb","^moon[a-z]*_vb"
"555","mope","verb","y","weaksubj","mope","_vb","^mope[a-z]*_vb"
"556","mortify","verb","y","strongsubj","mortify","_vb","^mortify[a-z]*_vb"
"557","mortify","verb","y","strongsubj","mortifi","_vb","^mortifi[a-z]*_vb"
"558","mourn","verb","y","strongsubj","mourn","_vb","^mourn[a-z]*_vb"
"559","muddle","verb","y","weaksubj","muddl","_vb","^muddl[a-z]*_vb"
"560","murder","verb","y","weaksubj","murder","_vb","^murder[a-z]*_vb"
"561","mystify","verb","y","weaksubj","mystify","_vb","^mystify[a-z]*_vb"
"562","mystify","verb","y","weaksubj","mystifi","_vb","^mystifi[a-z]*_vb"
"563","nag","verb","y","strongsubj","nag","_vb","^nag[a-z]*_vb"
"564","nauseate","verb","y","weaksubj","nauseat","_vb","^nauseat[a-z]*_vb"
"565","negate","verb","y","weaksubj","negat","_vb","^negat[a-z]*_vb"
"566","neglect","verb","y","strongsubj","neglect","_vb","^neglect[a-z]*_vb"
"567","nettle","verb","y","weaksubj","nettl","_vb","^nettl[a-z]*_vb"
"568","niggle","verb","y","weaksubj","niggl","_vb","^niggl[a-z]*_vb"
"569","nix","verb","y","strongsubj","nix","_vb","^nix[a-z]*_vb"
"570","numb","verb","y","weaksubj","numb","_vb","^numb[a-z]*_vb"
"571","object","verb","y","strongsubj","object","_vb","^object[a-z]*_vb"
"572","obliterate","verb","y","strongsubj","obliterat","_vb","^obliterat[a-z]*_vb"
"573","obscure","verb","y","strongsubj","obscur","_vb","^obscur[a-z]*_vb"
"574","obsess","verb","y","strongsubj","obsess","_vb","^obsess[a-z]*_vb"
"575","obstruct","verb","y","weaksubj","obstruct","_vb","^obstruct[a-z]*_vb"
"576","offend","verb","y","strongsubj","offend","_vb","^offend[a-z]*_vb"
"577","omit","verb","y","weaksubj","omit","_vb","^omit[a-z]*_vb"
"578","oppose","verb","y","strongsubj","oppos","_vb","^oppos[a-z]*_vb"
"579","oppress","verb","y","strongsubj","oppress","_vb","^oppress[a-z]*_vb"
"580","ostracize","verb","y","strongsubj","ostraci","_vb","^ostraci[a-z]*_vb"
"581","outrage","verb","y","strongsubj","outrag","_vb","^outrag[a-z]*_vb"
"582","overact","verb","y","strongsubj","overact","_vb","^overact[a-z]*_vb"
"583","overawe","verb","y","weaksubj","overaw","_vb","^overaw[a-z]*_vb"
"584","overbalance","verb","y","weaksubj","overbal","_vb","^overbal[a-z]*_vb"
"585","overcame","verb","y","strongsubj","overcame","_vb","^overcame[a-z]*_vb"
"586","overcome","verb","y","strongsubj","overcom","_vb","^overcom[a-z]*_vb"
"587","overdone","verb","y","strongsubj","overdone","_vb","^overdone[a-z]*_vb"
"588","overdid","verb","y","strongsubj","overdid","_vb","^overdid[a-z]*_vb"
"589","overdo","verb","y","strongsubj","overdo","_vb","^overdo[a-z]*_vb"
"590","overemphasize","verb","y","strongsubj","overemphasi","_vb","^overemphasi[a-z]*_vb"
"591","overlook","verb","y","strongsubj","overlook","_vb","^overlook[a-z]*_vb"
"592","overplay","verb","y","strongsubj","overplay","_vb","^overplay[a-z]*_vb"
"593","overplay","verb","y","strongsubj","overplai","_vb","^overplai[a-z]*_vb"
"594","overpower","verb","y","weaksubj","overpower","_vb","^overpower[a-z]*_vb"
"595","overreach","verb","y","weaksubj","overreach","_vb","^overreach[a-z]*_vb"
"596","overran","verb","y","weaksubj","overran","_vb","^overran[a-z]*_vb"
"597","overrun","verb","y","weaksubj","overrun","_vb","^overrun[a-z]*_vb"
"598","overshadow","verb","y","weaksubj","overshadow","_vb","^overshadow[a-z]*_vb"
"599","oversimplify","verb","y","weaksubj","oversimplify","_vb","^oversimplify[a-z]*_vb"
"600","oversimplify","verb","y","weaksubj","oversimplifi","_vb","^oversimplifi[a-z]*_vb"
"601","overthrew","verb","y","weaksubj","overthrew","_vb","^overthrew[a-z]*_vb"
"602","overthrow","verb","y","weaksubj","overthrow","_vb","^overthrow[a-z]*_vb"
"603","overturn","verb","y","weaksubj","overturn","_vb","^overturn[a-z]*_vb"
"604","overwhelm","verb","y","weaksubj","overwhelm","_vb","^overwhelm[a-z]*_vb"
"605","pain","verb","y","weaksubj","pain","_vb","^pain[a-z]*_vb"
"606","pan","verb","y","weaksubj","pan","_vb","^pan[a-z]*_vb"
"607","panic","verb","y","strongsubj","panic","_vb","^panic[a-z]*_vb"
"608","parody","verb","y","strongsubj","parody","_vb","^parody[a-z]*_vb"
"609","parody","verb","y","strongsubj","parodi","_vb","^parodi[a-z]*_vb"
"610","patronize","verb","y","strongsubj","patroni","_vb","^patroni[a-z]*_vb"
"611","peeve","verb","y","strongsubj","peev","_vb","^peev[a-z]*_vb"
"612","penalize","verb","y","strongsubj","penal","_vb","^penal[a-z]*_vb"
"613","perish","verb","y","strongsubj","perish","_vb","^perish[a-z]*_vb"
"614","perplex","verb","y","strongsubj","perplex","_vb","^perplex[a-z]*_vb"
"615","persecute","verb","y","strongsubj","persecut","_vb","^persecut[a-z]*_vb"
"616","perturb","verb","y","strongsubj","perturb","_vb","^perturb[a-z]*_vb"
"617","pervert","verb","y","strongsubj","pervert","_vb","^pervert[a-z]*_vb"
"618","petrify","verb","y","strongsubj","petrify","_vb","^petrify[a-z]*_vb"
"619","petrify","verb","y","strongsubj","petrifi","_vb","^petrifi[a-z]*_vb"
"620","pettifog","verb","y","strongsubj","pettifog","_vb","^pettifog[a-z]*_vb"
"621","pillory","verb","y","strongsubj","pillory","_vb","^pillory[a-z]*_vb"
"622","pillory","verb","y","strongsubj","pillori","_vb","^pillori[a-z]*_vb"
"623","pinch","verb","y","weaksubj","pinch","_vb","^pinch[a-z]*_vb"
"624","pine","verb","y","strongsubj","pine","_vb","^pine[a-z]*_vb"
"625","pique","verb","y","weaksubj","piqu","_vb","^piqu[a-z]*_vb"
"626","pity","verb","y","strongsubj","piti","_vb","^piti[a-z]*_vb"
"627","plagiarize","verb","y","strongsubj","plagiari","_vb","^plagiari[a-z]*_vb"
"628","plague","verb","y","weaksubj","plagu","_vb","^plagu[a-z]*_vb"
"629","plot","verb","y","strongsubj","plot","_vb","^plot[a-z]*_vb"
"630","plunder","verb","y","strongsubj","plunder","_vb","^plunder[a-z]*_vb"
"631","polemize","verb","y","strongsubj","polemi","_vb","^polemi[a-z]*_vb"
"632","pollute","verb","y","weaksubj","pollut","_vb","^pollut[a-z]*_vb"
"633","pout","verb","y","strongsubj","pout","_vb","^pout[a-z]*_vb"
"634","prate","verb","y","strongsubj","prating","_vb","^prating[a-z]*_vb"
"635","prate","verb","y","strongsubj","prate","_vb","^prate[a-z]*_vb"
"636","prattle","verb","y","strongsubj","prattl","_vb","^prattl[a-z]*_vb"
"637","precipitate","verb","y","strongsubj","precipitat","_vb","^precipitat[a-z]*_vb"
"638","prejudge","verb","y","strongsubj","prejudg","_vb","^prejudg[a-z]*_vb"
"639","preoccupy","verb","y","weaksubj","preoccupy","_vb","^preoccupy[a-z]*_vb"
"640","preoccupy","verb","y","weaksubj","preoccupi","_vb","^preoccupi[a-z]*_vb"
"641","presume","verb","y","strongsubj","presum","_vb","^presum[a-z]*_vb"
"642","prevaricate","verb","y","strongsubj","prevaricat","_vb","^prevaricat[a-z]*_vb"
"643","prickle","verb","y","strongsubj","prickl","_vb","^prickl[a-z]*_vb"
"644","procrastinate","verb","y","strongsubj","procrastinat","_vb","^procrastinat[a-z]*_vb"
"645","profane","verb","y","strongsubj","profan","_vb","^profan[a-z]*_vb"
"646","prohibit","verb","y","weaksubj","prohibit","_vb","^prohibit[a-z]*_vb"
"647","propagandize","verb","y","strongsubj","propagandi","_vb","^propagandi[a-z]*_vb"
"648","prosecute","verb","y","strongsubj","prosecut","_vb","^prosecut[a-z]*_vb"
"649","protest","verb","y","strongsubj","protest","_vb","^protest[a-z]*_vb"
"650","provoke","verb","y","strongsubj","provok","_vb","^provok[a-z]*_vb"
"651","pry","verb","y","weaksubj","pries","_vb","^pries[a-z]*_vb"
"652","pry","verb","y","weaksubj","pry","_vb","^pry[a-z]*_vb"
"653","punish","verb","y","strongsubj","punish","_vb","^punish[a-z]*_vb"
"654","puzzle","verb","y","strongsubj","puzzl","_vb","^puzzl[a-z]*_vb"
"655","quack","verb","y","strongsubj","quack","_vb","^quack[a-z]*_vb"
"656","quarrel","verb","y","strongsubj","quarrel","_vb","^quarrel[a-z]*_vb"
"657","quash","verb","y","strongsubj","quash","_vb","^quash[a-z]*_vb"
"658","quibble","verb","y","strongsubj","quibbl","_vb","^quibbl[a-z]*_vb"
"659","quit","verb","y","weaksubj","quit","_vb","^quit[a-z]*_vb"
"660","rack","verb","y","strongsubj","rack","_vb","^rack[a-z]*_vb"
"661","rage","verb","y","strongsubj","raging","_vb","^raging[a-z]*_vb"
"662","rage","verb","y","strongsubj","rage","_vb","^rage[a-z]*_vb"
"663","rail","verb","y","strongsubj","rail","_vb","^rail[a-z]*_vb"
"664","rampage","verb","y","strongsubj","rampag","_vb","^rampag[a-z]*_vb"
"665","rankle","verb","y","strongsubj","rankl","_vb","^rankl[a-z]*_vb"
"666","rant","verb","y","strongsubj","rant","_vb","^rant[a-z]*_vb"
"667","rationalize","verb","y","strongsubj","rationali","_vb","^rationali[a-z]*_vb"
"668","rattle","verb","y","strongsubj","rattl","_vb","^rattl[a-z]*_vb"
"669","ravage","verb","y","strongsubj","ravag","_vb","^ravag[a-z]*_vb"
"670","rebuff","verb","y","strongsubj","rebuff","_vb","^rebuff[a-z]*_vb"
"671","rebuke","verb","y","strongsubj","rebuk","_vb","^rebuk[a-z]*_vb"
"672","recant","verb","y","strongsubj","recant","_vb","^recant[a-z]*_vb"
"673","recoil","verb","y","strongsubj","recoil","_vb","^recoil[a-z]*_vb"
"674","refute","verb","y","strongsubj","refut","_vb","^refut[a-z]*_vb"
"675","regress","verb","y","weaksubj","regress","_vb","^regress[a-z]*_vb"
"676","regret","verb","y","strongsubj","regret","_vb","^regret[a-z]*_vb"
"677","reject","verb","y","strongsubj","reject","_vb","^reject[a-z]*_vb"
"678","relapse","verb","y","weaksubj","relaps","_vb","^relaps[a-z]*_vb"
"679","renounce","verb","y","strongsubj","renounc","_vb","^renounc[a-z]*_vb"
"680","repel","verb","y","weaksubj","repel","_vb","^repel[a-z]*_vb"
"681","repress","verb","y","weaksubj","repress","_vb","^repress[a-z]*_vb"
"682","reprimand","verb","y","strongsubj","reprimand","_vb","^reprimand[a-z]*_vb"
"683","reproach","verb","y","strongsubj","reproach","_vb","^reproach[a-z]*_vb"
"684","reprove","verb","y","strongsubj","reprov","_vb","^reprov[a-z]*_vb"
"685","repudiate","verb","y","strongsubj","repudiat","_vb","^repudiat[a-z]*_vb"
